red	eCut	att
0.0951	1.41254e+19	0.45808
0.0951	1.49624e+19	0.454997
0.0951	1.58489e+19	0.451994
0.0951	1.6788e+19	0.448747
0.0951	1.77828e+19	0.445695
0.0951	1.88365e+19	0.44255
0.0951	1.99526e+19	0.439449
0.0951	2.11349e+19	0.434595
0.0951	2.23872e+19	0.430028
0.0951	2.37137e+19	0.42329
0.0951	2.51189e+19	0.413523
0.0951	2.66073e+19	0.400078
0.0951	2.81838e+19	0.381387
0.0951	2.98538e+19	0.357049
0.0951	3.16228e+19	0.324795
0.0951	3.34965e+19	0.287008
0.0951	3.54813e+19	0.240539
0.0951	3.75837e+19	0.189974
0.0951	3.98107e+19	0.141639
0.0951	4.21697e+19	0.0966807
0.0951	4.46684e+19	0.059187
0.0951	4.73151e+19	0.0323044
0.0951	5.01187e+19	0.0156774
0.0951	5.30884e+19	0.00686502
0.0951	5.62341e+19	0.00232879
0.0951	5.95662e+19	0.000678721
0.0951	6.30957e+19	0.000114773
0.0951	6.68344e+19	2.10243e-05
0.0951	7.07946e+19	0
0.0951	7.49894e+19	0
0.0951	7.94328e+19	0
0.0951	8.41395e+19	0
0.0951	8.91251e+19	0
0.0951	9.44061e+19	0
0.0951	1e+20	0
0.0976	1e+19	0.472232
0.0976	1.05925e+19	0.467365
0.0976	1.12202e+19	0.463145
0.0976	1.1885e+19	0.459029
0.0976	1.25893e+19	0.455167
0.0976	1.33352e+19	0.451333
0.0976	1.41254e+19	0.448102
0.0976	1.49624e+19	0.444719
0.0976	1.58489e+19	0.441539
0.0976	1.6788e+19	0.43811
0.0976	1.77828e+19	0.434645
0.0976	1.88365e+19	0.432247
0.0976	1.99526e+19	0.428791
0.0976	2.11349e+19	0.423969
0.0976	2.23872e+19	0.418654
0.0976	2.37137e+19	0.41114
0.0976	2.51189e+19	0.401051
0.0976	2.66073e+19	0.386182
0.0976	2.81838e+19	0.366722
0.0976	2.98538e+19	0.340714
0.0976	3.16228e+19	0.307371
0.0976	3.34965e+19	0.267927
0.0976	3.54813e+19	0.220968
0.0976	3.75837e+19	0.17194
0.0976	3.98107e+19	0.124885
0.0976	4.21697e+19	0.0832395
0.0976	4.46684e+19	0.0485762
0.0976	4.73151e+19	0.0258375
0.0976	5.01187e+19	0.0118491
0.0976	5.30884e+19	0.00485675
0.0976	5.62341e+19	0.00167761
0.0976	5.95662e+19	0.000521449
0.0976	6.30957e+19	3.82117e-05
0.0976	6.68344e+19	2.10058e-05
0.0976	7.07946e+19	0
0.0976	7.49894e+19	0
0.0976	7.94328e+19	0
0.0976	8.41395e+19	0
0.0976	8.91251e+19	0
0.0976	9.44061e+19	0
0.0976	1e+20	0
0.1001	1e+19	0.462436
0.1001	1.05925e+19	0.457428
0.1001	1.12202e+19	0.453227
0.1001	1.1885e+19	0.4491
0.1001	1.25893e+19	0.445197
0.1001	1.33352e+19	0.441419
0.1001	1.41254e+19	0.437928
0.1001	1.49624e+19	0.435027
0.1001	1.58489e+19	0.431477
0.1001	1.6788e+19	0.428086
0.1001	1.77828e+19	0.425011
0.1001	1.88365e+19	0.421917
0.1001	1.99526e+19	0.41823
0.1001	2.11349e+19	0.413294
0.1001	2.23872e+19	0.407653
0.1001	2.37137e+19	0.398937
0.1001	2.51189e+19	0.38849
0.1001	2.66073e+19	0.372918
0.1001	2.81838e+19	0.352281
0.1001	2.98538e+19	0.324425
0.1001	3.16228e+19	0.289628
0.1001	3.34965e+19	0.248539
0.1001	3.54813e+19	0.202816
0.1001	3.75837e+19	0.155364
0.1001	3.98107e+19	0.110221
0.1001	4.21697e+19	0.0710771
0.1001	4.46684e+19	0.0406153
0.1001	4.73151e+19	0.020657
0.1001	5.01187e+19	0.0089659
0.1001	5.30884e+19	0.00336239
0.1001	5.62341e+19	0.00109271
0.1001	5.95662e+19	0.000348062
0.1001	6.30957e+19	3.82497e-05
0.1001	6.68344e+19	0
0.1001	7.07946e+19	0
0.1001	7.49894e+19	0
0.1001	7.94328e+19	0
0.1001	8.41395e+19	0
0.1001	8.91251e+19	0
0.1001	9.44061e+19	0
0.1001	1e+20	0
0.1026	1e+19	0.452678
0.1026	1.05925e+19	0.447715
0.1026	1.12202e+19	0.443377
0.1026	1.1885e+19	0.439162
0.1026	1.25893e+19	0.435534
0.1026	1.33352e+19	0.432127
0.1026	1.41254e+19	0.428531
0.1026	1.49624e+19	0.42526
0.1026	1.58489e+19	0.421818
0.1026	1.6788e+19	0.418423
0.1026	1.77828e+19	0.415416
0.1026	1.88365e+19	0.412453
0.1026	1.99526e+19	0.408166
0.1026	2.11349e+19	0.402985
0.1026	2.23872e+19	0.396993
0.1026	2.37137e+19	0.387967
0.1026	2.51189e+19	0.375749
0.1026	2.66073e+19	0.359318
0.1026	2.81838e+19	0.337433
0.1026	2.98538e+19	0.308443
0.1026	3.16228e+19	0.272428
0.1026	3.34965e+19	0.23077
0.1026	3.54813e+19	0.184711
0.1026	3.75837e+19	0.138902
0.1026	3.98107e+19	0.0959061
0.1026	4.21697e+19	0.0597189
0.1026	4.46684e+19	0.0326375
0.1026	4.73151e+19	0.0159287
0.1026	5.01187e+19	0.00643907
0.1026	5.30884e+19	0.002207
0.1026	5.62341e+19	0.000680983
0.1026	5.95662e+19	0.000208852
0.1026	6.30957e+19	5.73822e-05
0.1026	6.68344e+19	0
0.1026	7.07946e+19	0
0.1026	7.49894e+19	0
0.1026	7.94328e+19	0
0.1026	8.41395e+19	0
0.1026	8.91251e+19	0
0.1026	9.44061e+19	0
0.1026	1e+20	0
0.1051	1e+19	0.443288
0.1051	1.05925e+19	0.438386
0.1051	1.12202e+19	0.433878
0.1051	1.1885e+19	0.429885
0.1051	1.25893e+19	0.426087
0.1051	1.33352e+19	0.422497
0.1051	1.41254e+19	0.418692
0.1051	1.49624e+19	0.415449
0.1051	1.58489e+19	0.412112
0.1051	1.6788e+19	0.408974
0.1051	1.77828e+19	0.405758
0.1051	1.88365e+19	0.402443
0.1051	1.99526e+19	0.397867
0.1051	2.11349e+19	0.393031
0.1051	2.23872e+19	0.386462
0.1051	2.37137e+19	0.377053
0.1051	2.51189e+19	0.36386
0.1051	2.66073e+19	0.346188
0.1051	2.81838e+19	0.323638
0.1051	2.98538e+19	0.293154
0.1051	3.16228e+19	0.255497
0.1051	3.34965e+19	0.21321
0.1051	3.54813e+19	0.167547
0.1051	3.75837e+19	0.123586
0.1051	3.98107e+19	0.0824956
0.1051	4.21697e+19	0.0497774
0.1051	4.46684e+19	0.0264206
0.1051	4.73151e+19	0.0122385
0.1051	5.01187e+19	0.00483693
0.1051	5.30884e+19	0.00158221
0.1051	5.62341e+19	0.000394664
0.1051	5.95662e+19	0.00013873
0.1051	6.30957e+19	1.90542e-05
0.1051	6.68344e+19	0
0.1051	7.07946e+19	0
0.1051	7.49894e+19	0
0.1051	7.94328e+19	0
0.1051	8.41395e+19	0
0.1051	8.91251e+19	0
0.1051	9.44061e+19	0
0.1051	1e+20	0
0.1076	1e+19	0.433832
0.1076	1.05925e+19	0.42922
0.1076	1.12202e+19	0.424659
0.1076	1.1885e+19	0.420831
0.1076	1.25893e+19	0.416866
0.1076	1.33352e+19	0.413093
0.1076	1.41254e+19	0.409573
0.1076	1.49624e+19	0.406127
0.1076	1.58489e+19	0.402858
0.1076	1.6788e+19	0.3999
0.1076	1.77828e+19	0.396255
0.1076	1.88365e+19	0.392684
0.1076	1.99526e+19	0.387443
0.1076	2.11349e+19	0.382145
0.1076	2.23872e+19	0.374849
0.1076	2.37137e+19	0.364423
0.1076	2.51189e+19	0.35007
0.1076	2.66073e+19	0.331462
0.1076	2.81838e+19	0.307432
0.1076	2.98538e+19	0.27585
0.1076	3.16228e+19	0.238772
0.1076	3.34965e+19	0.196165
0.1076	3.54813e+19	0.151841
0.1076	3.75837e+19	0.109226
0.1076	3.98107e+19	0.0711612
0.1076	4.21697e+19	0.0418329
0.1076	4.46684e+19	0.0213766
0.1076	4.73151e+19	0.00966172
0.1076	5.01187e+19	0.00355778
0.1076	5.30884e+19	0.00103684
0.1076	5.62341e+19	0.000268173
0.1076	5.95662e+19	8.65636e-05
0.1076	6.30957e+19	1.90248e-05
0.1076	6.68344e+19	0
0.1076	7.07946e+19	0
0.1076	7.49894e+19	0
0.1076	7.94328e+19	0
0.1076	8.41395e+19	0
0.1076	8.91251e+19	0
0.1076	9.44061e+19	0
0.1076	1e+20	0
0.1101	1e+19	0.424551
0.1101	1.05925e+19	0.419953
0.1101	1.12202e+19	0.415448
0.1101	1.1885e+19	0.411737
0.1101	1.25893e+19	0.407948
0.1101	1.33352e+19	0.404008
0.1101	1.41254e+19	0.400482
0.1101	1.49624e+19	0.39701
0.1101	1.58489e+19	0.393243
0.1101	1.6788e+19	0.389908
0.1101	1.77828e+19	0.386308
0.1101	1.88365e+19	0.382285
0.1101	1.99526e+19	0.376949
0.1101	2.11349e+19	0.371469
0.1101	2.23872e+19	0.36363
0.1101	2.37137e+19	0.352568
0.1101	2.51189e+19	0.337014
0.1101	2.66073e+19	0.317778
0.1101	2.81838e+19	0.292695
0.1101	2.98538e+19	0.260641
0.1101	3.16228e+19	0.222651
0.1101	3.34965e+19	0.180152
0.1101	3.54813e+19	0.137181
0.1101	3.75837e+19	0.0958242
0.1101	3.98107e+19	0.0606971
0.1101	4.21697e+19	0.0342834
0.1101	4.46684e+19	0.016924
0.1101	4.73151e+19	0.00759833
0.1101	5.01187e+19	0.00256114
0.1101	5.30884e+19	0.000763744
0.1101	5.62341e+19	0.000236982
0.1101	5.95662e+19	3.46783e-05
0.1101	6.30957e+19	1.90843e-05
0.1101	6.68344e+19	0
0.1101	7.07946e+19	0
0.1101	7.49894e+19	0
0.1101	7.94328e+19	0
0.1101	8.41395e+19	0
0.1101	8.91251e+19	0
0.1101	9.44061e+19	0
0.1101	1e+20	0
0.1126	1e+19	0.415243
0.1126	1.05925e+19	0.410494
0.1126	1.12202e+19	0.406004
0.1126	1.1885e+19	0.402524
0.1126	1.25893e+19	0.398541
0.1126	1.33352e+19	0.394802
0.1126	1.41254e+19	0.391232
0.1126	1.49624e+19	0.387909
0.1126	1.58489e+19	0.383948
0.1126	1.6788e+19	0.380698
0.1126	1.77828e+19	0.377015
0.1126	1.88365e+19	0.372435
0.1126	1.99526e+19	0.367201
0.1126	2.11349e+19	0.361468
0.1126	2.23872e+19	0.35295
0.1126	2.37137e+19	0.34079
0.1126	2.51189e+19	0.324625
0.1126	2.66073e+19	0.304072
0.1126	2.81838e+19	0.277322
0.1126	2.98538e+19	0.244043
0.1126	3.16228e+19	0.206139
0.1126	3.34965e+19	0.163732
0.1126	3.54813e+19	0.122287
0.1126	3.75837e+19	0.0826901
0.1126	3.98107e+19	0.0509092
0.1126	4.21697e+19	0.0274399
0.1126	4.46684e+19	0.0135516
0.1126	4.73151e+19	0.00572929
0.1126	5.01187e+19	0.00177667
0.1126	5.30884e+19	0.00046178
0.1126	5.62341e+19	0.000142459
0.1126	5.95662e+19	3.47421e-05
0.1126	6.30957e+19	0
0.1126	6.68344e+19	0
0.1126	7.07946e+19	0
0.1126	7.49894e+19	0
0.1126	7.94328e+19	0
0.1126	8.41395e+19	0
0.1126	8.91251e+19	0
0.1126	9.44061e+19	0
0.1126	1e+20	0
0.1151	1e+19	0.406538
0.1151	1.05925e+19	0.4019
0.1151	1.12202e+19	0.397386
0.1151	1.1885e+19	0.39349
0.1151	1.25893e+19	0.389447
0.1151	1.33352e+19	0.385555
0.1151	1.41254e+19	0.381967
0.1151	1.49624e+19	0.378613
0.1151	1.58489e+19	0.374668
0.1151	1.6788e+19	0.371408
0.1151	1.77828e+19	0.367759
0.1151	1.88365e+19	0.362997
0.1151	1.99526e+19	0.357283
0.1151	2.11349e+19	0.351357
0.1151	2.23872e+19	0.342573
0.1151	2.37137e+19	0.328986
0.1151	2.51189e+19	0.312637
0.1151	2.66073e+19	0.290324
0.1151	2.81838e+19	0.262578
0.1151	2.98538e+19	0.22867
0.1151	3.16228e+19	0.188807
0.1151	3.34965e+19	0.147938
0.1151	3.54813e+19	0.10847
0.1151	3.75837e+19	0.0720142
0.1151	3.98107e+19	0.0430912
0.1151	4.21697e+19	0.0225909
0.1151	4.46684e+19	0.0105543
0.1151	4.73151e+19	0.00436414
0.1151	5.01187e+19	0.00134228
0.1151	5.30884e+19	0.000331637
0.1151	5.62341e+19	9.48122e-05
0.1151	5.95662e+19	1.73346e-05
0.1151	6.30957e+19	0
0.1151	6.68344e+19	0
0.1151	7.07946e+19	0
0.1151	7.49894e+19	0
0.1151	7.94328e+19	0
0.1151	8.41395e+19	0
0.1151	8.91251e+19	0
0.1151	9.44061e+19	0
0.1151	1e+20	0
0.1176	1e+19	0.397533
0.1176	1.05925e+19	0.393063
0.1176	1.12202e+19	0.388737
0.1176	1.1885e+19	0.3849
0.1176	1.25893e+19	0.380759
0.1176	1.33352e+19	0.376861
0.1176	1.41254e+19	0.373415
0.1176	1.49624e+19	0.370055
0.1176	1.58489e+19	0.366341
0.1176	1.6788e+19	0.362784
0.1176	1.77828e+19	0.358878
0.1176	1.88365e+19	0.354081
0.1176	1.99526e+19	0.348787
0.1176	2.11349e+19	0.34174
0.1176	2.23872e+19	0.33208
0.1176	2.37137e+19	0.318139
0.1176	2.51189e+19	0.300452
0.1176	2.66073e+19	0.276605
0.1176	2.81838e+19	0.247871
0.1176	2.98538e+19	0.21389
0.1176	3.16228e+19	0.173474
0.1176	3.34965e+19	0.133016
0.1176	3.54813e+19	0.0948711
0.1176	3.75837e+19	0.0611704
0.1176	3.98107e+19	0.0348381
0.1176	4.21697e+19	0.017765
0.1176	4.46684e+19	0.00788619
0.1176	4.73151e+19	0.00310655
0.1176	5.01187e+19	0.00089178
0.1176	5.30884e+19	0.000158114
0.1176	5.62341e+19	6.30706e-05
0.1176	5.95662e+19	0
0.1176	6.30957e+19	0
0.1176	6.68344e+19	0
0.1176	7.07946e+19	0
0.1176	7.49894e+19	0
0.1176	7.94328e+19	0
0.1176	8.41395e+19	0
0.1176	8.91251e+19	0
0.1176	9.44061e+19	0
0.1176	1e+20	0
0.1201	1e+19	0.388433
0.1201	1.05925e+19	0.383962
0.1201	1.12202e+19	0.37967
0.1201	1.1885e+19	0.375862
0.1201	1.25893e+19	0.371712
0.1201	1.33352e+19	0.367929
0.1201	1.41254e+19	0.364697
0.1201	1.49624e+19	0.361267
0.1201	1.58489e+19	0.357402
0.1201	1.6788e+19	0.354057
0.1201	1.77828e+19	0.349756
0.1201	1.88365e+19	0.344626
0.1201	1.99526e+19	0.339147
0.1201	2.11349e+19	0.331653
0.1201	2.23872e+19	0.321132
0.1201	2.37137e+19	0.306177
0.1201	2.51189e+19	0.287521
0.1201	2.66073e+19	0.262794
0.1201	2.81838e+19	0.233055
0.1201	2.98538e+19	0.197808
0.1201	3.16228e+19	0.157678
0.1201	3.34965e+19	0.119589
0.1201	3.54813e+19	0.0834103
0.1201	3.75837e+19	0.0521086
0.1201	3.98107e+19	0.0292098
0.1201	4.21697e+19	0.0137425
0.1201	4.46684e+19	0.00605021
0.1201	4.73151e+19	0.0022268
0.1201	5.01187e+19	0.000617698
0.1201	5.30884e+19	0.000115244
0.1201	5.62341e+19	0
0.1201	5.95662e+19	0
0.1201	6.30957e+19	0
0.1201	6.68344e+19	0
0.1201	7.07946e+19	0
0.1201	7.49894e+19	0
0.1201	7.94328e+19	0
0.1201	8.41395e+19	0
0.1201	8.91251e+19	0
0.1201	9.44061e+19	0
0.1201	1e+20	0
0.1226	1e+19	0.379787
0.1226	1.05925e+19	0.375414
0.1226	1.12202e+19	0.371367
0.1226	1.1885e+19	0.367554
0.1226	1.25893e+19	0.363636
0.1226	1.33352e+19	0.360116
0.1226	1.41254e+19	0.356731
0.1226	1.49624e+19	0.352956
0.1226	1.58489e+19	0.349071
0.1226	1.6788e+19	0.345233
0.1226	1.77828e+19	0.341022
0.1226	1.88365e+19	0.335528
0.1226	1.99526e+19	0.329807
0.1226	2.11349e+19	0.321736
0.1226	2.23872e+19	0.310162
0.1226	2.37137e+19	0.294483
0.1226	2.51189e+19	0.274467
0.1226	2.66073e+19	0.24866
0.1226	2.81838e+19	0.217908
0.1226	2.98538e+19	0.182396
0.1226	3.16228e+19	0.143068
0.1226	3.34965e+19	0.106042
0.1226	3.54813e+19	0.0713437
0.1226	3.75837e+19	0.0434851
0.1226	3.98107e+19	0.023331
0.1226	4.21697e+19	0.0107275
0.1226	4.46684e+19	0.00464222
0.1226	4.73151e+19	0.00144978
0.1226	5.01187e+19	0.000315515
0.1226	5.30884e+19	2.87915e-05
0.1226	5.62341e+19	0
0.1226	5.95662e+19	0
0.1226	6.30957e+19	0
0.1226	6.68344e+19	0
0.1226	7.07946e+19	0
0.1226	7.49894e+19	0
0.1226	7.94328e+19	0
0.1226	8.41395e+19	0
0.1226	8.91251e+19	0
0.1226	9.44061e+19	0
0.1226	1e+20	0
0.1251	1e+19	0.371158
0.1251	1.05925e+19	0.366717
0.1251	1.12202e+19	0.362815
0.1251	1.1885e+19	0.358935
0.1251	1.25893e+19	0.355439
0.1251	1.33352e+19	0.351929
0.1251	1.41254e+19	0.348482
0.1251	1.49624e+19	0.344659
0.1251	1.58489e+19	0.340976
0.1251	1.6788e+19	0.337071
0.1251	1.77828e+19	0.332533
0.1251	1.88365e+19	0.326875
0.1251	1.99526e+19	0.320596
0.1251	2.11349e+19	0.311979
0.1251	2.23872e+19	0.299249
0.1251	2.37137e+19	0.282644
0.1251	2.51189e+19	0.262011
0.1251	2.66073e+19	0.235472
0.1251	2.81838e+19	0.204497
0.1251	2.98538e+19	0.168154
0.1251	3.16228e+19	0.129852
0.1251	3.34965e+19	0.0940676
0.1251	3.54813e+19	0.0617178
0.1251	3.75837e+19	0.0360749
0.1251	3.98107e+19	0.0184002
0.1251	4.21697e+19	0.00786875
0.1251	4.46684e+19	0.0033105
0.1251	4.73151e+19	0.000993643
0.1251	5.01187e+19	0.000196993
0.1251	5.30884e+19	1.43862e-05
0.1251	5.62341e+19	0
0.1251	5.95662e+19	0
0.1251	6.30957e+19	0
0.1251	6.68344e+19	0
0.1251	7.07946e+19	0
0.1251	7.49894e+19	0
0.1251	7.94328e+19	0
0.1251	8.41395e+19	0
0.1251	8.91251e+19	0
0.1251	9.44061e+19	0
0.1251	1e+20	0
0.1276	1e+19	0.362927
0.1276	1.05925e+19	0.358446
0.1276	1.12202e+19	0.35439
0.1276	1.1885e+19	0.350767
0.1276	1.25893e+19	0.347315
0.1276	1.33352e+19	0.343829
0.1276	1.41254e+19	0.340513
0.1276	1.49624e+19	0.336668
0.1276	1.58489e+19	0.332634
0.1276	1.6788e+19	0.328217
0.1276	1.77828e+19	0.323632
0.1276	1.88365e+19	0.317838
0.1276	1.99526e+19	0.310843
0.1276	2.11349e+19	0.301552
0.1276	2.23872e+19	0.287622
0.1276	2.37137e+19	0.270301
0.1276	2.51189e+19	0.248634
0.1276	2.66073e+19	0.221778
0.1276	2.81838e+19	0.189862
0.1276	2.98538e+19	0.153546
0.1276	3.16228e+19	0.116312
0.1276	3.34965e+19	0.0826204
0.1276	3.54813e+19	0.0521794
0.1276	3.75837e+19	0.0295478
0.1276	3.98107e+19	0.0148305
0.1276	4.21697e+19	0.00651976
0.1276	4.46684e+19	0.00248299
0.1276	4.73151e+19	0.000695335
0.1276	5.01187e+19	0.000144642
0.1276	5.30884e+19	1.44057e-05
0.1276	5.62341e+19	0
0.1276	5.95662e+19	0
0.1276	6.30957e+19	0
0.1276	6.68344e+19	0
0.1276	7.07946e+19	0
0.1276	7.49894e+19	0
0.1276	7.94328e+19	0
0.1276	8.41395e+19	0
0.1276	8.91251e+19	0
0.1276	9.44061e+19	0
0.1276	1e+20	0
0.1301	1e+19	0.354978
0.1301	1.05925e+19	0.35057
0.1301	1.12202e+19	0.346568
0.1301	1.1885e+19	0.34299
0.1301	1.25893e+19	0.33958
0.1301	1.33352e+19	0.335926
0.1301	1.41254e+19	0.332509
0.1301	1.49624e+19	0.328612
0.1301	1.58489e+19	0.324229
0.1301	1.6788e+19	0.320117
0.1301	1.77828e+19	0.315102
0.1301	1.88365e+19	0.309331
0.1301	1.99526e+19	0.301918
0.1301	2.11349e+19	0.291465
0.1301	2.23872e+19	0.276786
0.1301	2.37137e+19	0.258956
0.1301	2.51189e+19	0.236116
0.1301	2.66073e+19	0.207914
0.1301	2.81838e+19	0.176126
0.1301	2.98538e+19	0.139876
0.1301	3.16228e+19	0.104129
0.1301	3.34965e+19	0.0720168
0.1301	3.54813e+19	0.0441841
0.1301	3.75837e+19	0.0243496
0.1301	3.98107e+19	0.0114799
0.1301	4.21697e+19	0.00480472
0.1301	4.46684e+19	0.00175893
0.1301	4.73151e+19	0.000466876
0.1301	5.01187e+19	0.000105012
0.1301	5.30884e+19	2.87431e-05
0.1301	5.62341e+19	1.57911e-05
0.1301	5.95662e+19	0
0.1301	6.30957e+19	0
0.1301	6.68344e+19	0
0.1301	7.07946e+19	0
0.1301	7.49894e+19	0
0.1301	7.94328e+19	0
0.1301	8.41395e+19	0
0.1301	8.91251e+19	0
0.1301	9.44061e+19	0
0.1301	1e+20	0
0.1326	1e+19	0.347018
0.1326	1.05925e+19	0.342627
0.1326	1.12202e+19	0.338617
0.1326	1.1885e+19	0.334921
0.1326	1.25893e+19	0.3312
0.1326	1.33352e+19	0.327933
0.1326	1.41254e+19	0.324084
0.1326	1.49624e+19	0.32008
0.1326	1.58489e+19	0.316098
0.1326	1.6788e+19	0.311882
0.1326	1.77828e+19	0.306558
0.1326	1.88365e+19	0.30048
0.1326	1.99526e+19	0.292376
0.1326	2.11349e+19	0.28123
0.1326	2.23872e+19	0.266291
0.1326	2.37137e+19	0.247257
0.1326	2.51189e+19	0.223463
0.1326	2.66073e+19	0.194412
0.1326	2.81838e+19	0.162178
0.1326	2.98538e+19	0.12657
0.1326	3.16228e+19	0.0925572
0.1326	3.34965e+19	0.0616978
0.1326	3.54813e+19	0.0371792
0.1326	3.75837e+19	0.019654
0.1326	3.98107e+19	0.00901024
0.1326	4.21697e+19	0.00373052
0.1326	4.46684e+19	0.0012684
0.1326	4.73151e+19	0.000263672
0.1326	5.01187e+19	5.25231e-05
0.1326	5.30884e+19	1.4385e-05
0.1326	5.62341e+19	0
0.1326	5.95662e+19	0
0.1326	6.30957e+19	0
0.1326	6.68344e+19	0
0.1326	7.07946e+19	0
0.1326	7.49894e+19	0
0.1326	7.94328e+19	0
0.1326	8.41395e+19	0
0.1326	8.91251e+19	0
0.1326	9.44061e+19	0
0.1326	1e+20	0
0.1351	1e+19	0.33923
0.1351	1.05925e+19	0.334771
0.1351	1.12202e+19	0.330479
0.1351	1.1885e+19	0.326747
0.1351	1.25893e+19	0.323097
0.1351	1.33352e+19	0.319823
0.1351	1.41254e+19	0.315871
0.1351	1.49624e+19	0.311751
0.1351	1.58489e+19	0.307288
0.1351	1.6788e+19	0.303086
0.1351	1.77828e+19	0.297383
0.1351	1.88365e+19	0.290989
0.1351	1.99526e+19	0.28254
0.1351	2.11349e+19	0.270284
0.1351	2.23872e+19	0.254761
0.1351	2.37137e+19	0.234826
0.1351	2.51189e+19	0.210671
0.1351	2.66073e+19	0.181122
0.1351	2.81838e+19	0.148468
0.1351	2.98538e+19	0.114017
0.1351	3.16228e+19	0.0812742
0.1351	3.34965e+19	0.0527767
0.1351	3.54813e+19	0.0306539
0.1351	3.75837e+19	0.0157175
0.1351	3.98107e+19	0.00703668
0.1351	4.21697e+19	0.00274755
0.1351	4.46684e+19	0.000909649
0.1351	4.73151e+19	0.000120054
0.1351	5.01187e+19	5.25921e-05
0.1351	5.30884e+19	1.4402e-05
0.1351	5.62341e+19	0
0.1351	5.95662e+19	0
0.1351	6.30957e+19	0
0.1351	6.68344e+19	0
0.1351	7.07946e+19	0
0.1351	7.49894e+19	0
0.1351	7.94328e+19	0
0.1351	8.41395e+19	0
0.1351	8.91251e+19	0
0.1351	9.44061e+19	0
0.1351	1e+20	0
0.1376	1e+19	0.331494
0.1376	1.05925e+19	0.327088
0.1376	1.12202e+19	0.322999
0.1376	1.1885e+19	0.319069
0.1376	1.25893e+19	0.315444
0.1376	1.33352e+19	0.311903
0.1376	1.41254e+19	0.307691
0.1376	1.49624e+19	0.303799
0.1376	1.58489e+19	0.299362
0.1376	1.6788e+19	0.294761
0.1376	1.77828e+19	0.288877
0.1376	1.88365e+19	0.282244
0.1376	1.99526e+19	0.273008
0.1376	2.11349e+19	0.259873
0.1376	2.23872e+19	0.243697
0.1376	2.37137e+19	0.22305
0.1376	2.51189e+19	0.198266
0.1376	2.66073e+19	0.168217
0.1376	2.81838e+19	0.13523
0.1376	2.98538e+19	0.102002
0.1376	3.16228e+19	0.0713085
0.1376	3.34965e+19	0.044829
0.1376	3.54813e+19	0.025004
0.1376	3.75837e+19	0.0127627
0.1376	3.98107e+19	0.0055468
0.1376	4.21697e+19	0.00200992
0.1376	4.46684e+19	0.000570676
0.1376	4.73151e+19	0.000108275
0.1376	5.01187e+19	5.26531e-05
0.1376	5.30884e+19	1.44227e-05
0.1376	5.62341e+19	0
0.1376	5.95662e+19	0
0.1376	6.30957e+19	0
0.1376	6.68344e+19	0
0.1376	7.07946e+19	0
0.1376	7.49894e+19	0
0.1376	7.94328e+19	0
0.1376	8.41395e+19	0
0.1376	8.91251e+19	0
0.1376	9.44061e+19	0
0.1376	1e+20	0
0.1401	1e+19	0.324013
0.1401	1.05925e+19	0.319674
0.1401	1.12202e+19	0.315463
0.1401	1.1885e+19	0.311636
0.1401	1.25893e+19	0.307761
0.1401	1.33352e+19	0.304134
0.1401	1.41254e+19	0.300084
0.1401	1.49624e+19	0.296221
0.1401	1.58489e+19	0.291527
0.1401	1.6788e+19	0.286237
0.1401	1.77828e+19	0.280662
0.1401	1.88365e+19	0.273215
0.1401	1.99526e+19	0.262828
0.1401	2.11349e+19	0.24916
0.1401	2.23872e+19	0.23221
0.1401	2.37137e+19	0.210719
0.1401	2.51189e+19	0.185252
0.1401	2.66073e+19	0.155408
0.1401	2.81838e+19	0.122566
0.1401	2.98538e+19	0.0902978
0.1401	3.16228e+19	0.0617101
0.1401	3.34965e+19	0.0377556
0.1401	3.54813e+19	0.0206157
0.1401	3.75837e+19	0.0101336
0.1401	3.98107e+19	0.00410236
0.1401	4.21697e+19	0.00134181
0.1401	4.46684e+19	0.000395683
0.1401	4.73151e+19	8.43546e-05
0.1401	5.01187e+19	2.63779e-05
0.1401	5.30884e+19	1.44502e-05
0.1401	5.62341e+19	0
0.1401	5.95662e+19	0
0.1401	6.30957e+19	0
0.1401	6.68344e+19	0
0.1401	7.07946e+19	0
0.1401	7.49894e+19	0
0.1401	7.94328e+19	0
0.1401	8.41395e+19	0
0.1401	8.91251e+19	0
0.1401	9.44061e+19	0
0.1401	1e+20	0
0.1426	1e+19	0.316963
0.1426	1.05925e+19	0.312638
0.1426	1.12202e+19	0.308606
0.1426	1.1885e+19	0.304522
0.1426	1.25893e+19	0.300941
0.1426	1.33352e+19	0.297069
0.1426	1.41254e+19	0.292997
0.1426	1.49624e+19	0.289062
0.1426	1.58489e+19	0.284368
0.1426	1.6788e+19	0.278661
0.1426	1.77828e+19	0.272628
0.1426	1.88365e+19	0.264569
0.1426	1.99526e+19	0.25342
0.1426	2.11349e+19	0.239224
0.1426	2.23872e+19	0.22127
0.1426	2.37137e+19	0.198833
0.1426	2.51189e+19	0.172295
0.1426	2.66073e+19	0.142833
0.1426	2.81838e+19	0.11015
0.1426	2.98538e+19	0.0802121
0.1426	3.16228e+19	0.0528645
0.1426	3.34965e+19	0.0315582
0.1426	3.54813e+19	0.0164017
0.1426	3.75837e+19	0.00765211
0.1426	3.98107e+19	0.00303464
0.1426	4.21697e+19	0.000950143
0.1426	4.46684e+19	0.000318185
