red	eCut	att
0.0476	1e+19	0.707372
0.0476	1.05925e+19	0.703953
0.0476	1.12202e+19	0.700717
0.0476	1.1885e+19	0.697651
0.0476	1.25893e+19	0.694963
0.0476	1.33352e+19	0.691541
0.0476	1.41254e+19	0.688253
0.0476	1.49624e+19	0.684941
0.0476	1.58489e+19	0.682302
0.0476	1.6788e+19	0.679846
0.0476	1.77828e+19	0.679246
0.0476	1.88365e+19	0.677414
0.0476	1.99526e+19	0.676134
0.0476	2.11349e+19	0.673946
0.0476	2.23872e+19	0.671156
0.0476	2.37137e+19	0.668961
0.0476	2.51189e+19	0.666594
0.0476	2.66073e+19	0.663954
0.0476	2.81838e+19	0.661026
0.0476	2.98538e+19	0.656182
0.0476	3.16228e+19	0.648985
0.0476	3.34965e+19	0.638762
0.0476	3.54813e+19	0.623409
0.0476	3.75837e+19	0.603062
0.0476	3.98107e+19	0.575557
0.0476	4.21697e+19	0.538392
0.0476	4.46684e+19	0.488961
0.0476	4.73151e+19	0.429055
0.0476	5.01187e+19	0.359548
0.0476	5.30884e+19	0.28543
0.0476	5.62341e+19	0.213361
0.0476	5.95662e+19	0.148648
0.0476	6.30957e+19	0.0945745
0.0476	6.68344e+19	0.0556194
0.0476	7.07946e+19	0.0296015
0.0476	7.49894e+19	0.0143667
0.0476	7.94328e+19	0.00649172
0.0476	8.41395e+19	0.00225557
0.0476	8.91251e+19	0.000759276
0.0476	9.44061e+19	0.000325274
0.0476	1e+20	0.000118821
0.0501	1e+19	0.694305
0.0501	1.05925e+19	0.690744
0.0501	1.12202e+19	0.687297
0.0501	1.1885e+19	0.684404
0.0501	1.25893e+19	0.680843
0.0501	1.33352e+19	0.677333
0.0501	1.41254e+19	0.674036
0.0501	1.49624e+19	0.670789
0.0501	1.58489e+19	0.66862
0.0501	1.6788e+19	0.666806
0.0501	1.77828e+19	0.665398
0.0501	1.88365e+19	0.663117
0.0501	1.99526e+19	0.660876
0.0501	2.11349e+19	0.659226
0.0501	2.23872e+19	0.656882
0.0501	2.37137e+19	0.654317
0.0501	2.51189e+19	0.652112
0.0501	2.66073e+19	0.649068
0.0501	2.81838e+19	0.64652
0.0501	2.98538e+19	0.64046
0.0501	3.16228e+19	0.632766
0.0501	3.34965e+19	0.620892
0.0501	3.54813e+19	0.604567
0.0501	3.75837e+19	0.582046
0.0501	3.98107e+19	0.550647
0.0501	4.21697e+19	0.510599
0.0501	4.46684e+19	0.457448
0.0501	4.73151e+19	0.396374
0.0501	5.01187e+19	0.326393
0.0501	5.30884e+19	0.254343
0.0501	5.62341e+19	0.184439
0.0501	5.95662e+19	0.124625
0.0501	6.30957e+19	0.0759867
0.0501	6.68344e+19	0.0437441
0.0501	7.07946e+19	0.0219476
0.0501	7.49894e+19	0.0100088
0.0501	7.94328e+19	0.00413064
0.0501	8.41395e+19	0.00141681
0.0501	8.91251e+19	0.000529784
0.0501	9.44061e+19	0.000145017
0.0501	1e+20	7.9277e-05
0.0526	1e+19	0.680995
0.0526	1.05925e+19	0.677445
0.0526	1.12202e+19	0.673609
0.0526	1.1885e+19	0.671076
0.0526	1.25893e+19	0.666886
0.0526	1.33352e+19	0.663586
0.0526	1.41254e+19	0.660759
0.0526	1.49624e+19	0.657241
0.0526	1.58489e+19	0.655283
0.0526	1.6788e+19	0.653268
0.0526	1.77828e+19	0.651046
0.0526	1.88365e+19	0.649599
0.0526	1.99526e+19	0.647296
0.0526	2.11349e+19	0.645343
0.0526	2.23872e+19	0.643177
0.0526	2.37137e+19	0.640327
0.0526	2.51189e+19	0.63857
0.0526	2.66073e+19	0.635345
0.0526	2.81838e+19	0.63186
0.0526	2.98538e+19	0.625652
0.0526	3.16228e+19	0.61671
0.0526	3.34965e+19	0.603321
0.0526	3.54813e+19	0.584548
0.0526	3.75837e+19	0.561063
0.0526	3.98107e+19	0.527493
0.0526	4.21697e+19	0.484028
0.0526	4.46684e+19	0.42762
0.0526	4.73151e+19	0.365032
0.0526	5.01187e+19	0.294864
0.0526	5.30884e+19	0.223796
0.0526	5.62341e+19	0.156084
0.0526	5.95662e+19	0.100999
0.0526	6.30957e+19	0.059936
0.0526	6.68344e+19	0.0319439
0.0526	7.07946e+19	0.0146562
0.0526	7.49894e+19	0.00612776
0.0526	7.94328e+19	0.00214451
0.0526	8.41395e+19	0.000750909
0.0526	8.91251e+19	0.000230673
0.0526	9.44061e+19	7.22569e-05
0.0526	1e+20	3.95429e-05
0.0551	1e+19	0.668171
0.0551	1.05925e+19	0.664315
0.0551	1.12202e+19	0.660432
0.0551	1.1885e+19	0.657421
0.0551	1.25893e+19	0.653679
0.0551	1.33352e+19	0.650088
0.0551	1.41254e+19	0.647094
0.0551	1.49624e+19	0.64313
0.0551	1.58489e+19	0.640762
0.0551	1.6788e+19	0.638629
0.0551	1.77828e+19	0.63679
0.0551	1.88365e+19	0.635042
0.0551	1.99526e+19	0.632346
0.0551	2.11349e+19	0.630633
0.0551	2.23872e+19	0.628659
0.0551	2.37137e+19	0.625306
0.0551	2.51189e+19	0.62274
0.0551	2.66073e+19	0.619768
0.0551	2.81838e+19	0.615118
0.0551	2.98538e+19	0.60861
0.0551	3.16228e+19	0.599126
0.0551	3.34965e+19	0.58583
0.0551	3.54813e+19	0.566309
0.0551	3.75837e+19	0.541298
0.0551	3.98107e+19	0.505647
0.0551	4.21697e+19	0.458729
0.0551	4.46684e+19	0.400273
0.0551	4.73151e+19	0.335182
0.0551	5.01187e+19	0.264924
0.0551	5.30884e+19	0.195819
0.0551	5.62341e+19	0.132935
0.0551	5.95662e+19	0.0835233
0.0551	6.30957e+19	0.0471048
0.0551	6.68344e+19	0.0243958
0.0551	7.07946e+19	0.0106215
0.0551	7.49894e+19	0.00415686
0.0551	7.94328e+19	0.00112885
0.0551	8.41395e+19	0.000240399
0.0551	8.91251e+19	0.000131748
0.0551	9.44061e+19	0
0.0551	1e+20	0
0.0576	1e+19	0.654715
0.0576	1.05925e+19	0.650779
0.0576	1.12202e+19	0.647207
0.0576	1.1885e+19	0.644265
0.0576	1.25893e+19	0.640505
0.0576	1.33352e+19	0.637078
0.0576	1.41254e+19	0.633701
0.0576	1.49624e+19	0.629787
0.0576	1.58489e+19	0.627313
0.0576	1.6788e+19	0.625799
0.0576	1.77828e+19	0.623263
0.0576	1.88365e+19	0.621165
0.0576	1.99526e+19	0.61865
0.0576	2.11349e+19	0.616436
0.0576	2.23872e+19	0.613964
0.0576	2.37137e+19	0.610914
0.0576	2.51189e+19	0.608332
0.0576	2.66073e+19	0.604889
0.0576	2.81838e+19	0.600553
0.0576	2.98538e+19	0.593126
0.0576	3.16228e+19	0.582207
0.0576	3.34965e+19	0.568369
0.0576	3.54813e+19	0.545823
0.0576	3.75837e+19	0.51877
0.0576	3.98107e+19	0.480422
0.0576	4.21697e+19	0.431146
0.0576	4.46684e+19	0.371968
0.0576	4.73151e+19	0.305442
0.0576	5.01187e+19	0.236728
0.0576	5.30884e+19	0.169564
0.0576	5.62341e+19	0.113147
0.0576	5.95662e+19	0.0684725
0.0576	6.30957e+19	0.0373257
0.0576	6.68344e+19	0.0178063
0.0576	7.07946e+19	0.00765429
0.0576	7.49894e+19	0.0031742
0.0576	7.94328e+19	0.000857396
0.0576	8.41395e+19	0.000181351
0.0576	8.91251e+19	6.64496e-05
0.0576	9.44061e+19	0
0.0576	1e+20	0
0.0601	1e+19	0.641705
0.0601	1.05925e+19	0.637883
0.0601	1.12202e+19	0.634173
0.0601	1.1885e+19	0.630864
0.0601	1.25893e+19	0.626773
0.0601	1.33352e+19	0.623332
0.0601	1.41254e+19	0.620332
0.0601	1.49624e+19	0.616583
0.0601	1.58489e+19	0.614373
0.0601	1.6788e+19	0.612734
0.0601	1.77828e+19	0.610339
0.0601	1.88365e+19	0.607466
0.0601	1.99526e+19	0.605254
0.0601	2.11349e+19	0.602902
0.0601	2.23872e+19	0.600123
0.0601	2.37137e+19	0.597031
0.0601	2.51189e+19	0.593626
0.0601	2.66073e+19	0.59094
0.0601	2.81838e+19	0.585916
0.0601	2.98538e+19	0.577453
0.0601	3.16228e+19	0.56622
0.0601	3.34965e+19	0.551299
0.0601	3.54813e+19	0.526753
0.0601	3.75837e+19	0.495968
0.0601	3.98107e+19	0.455149
0.0601	4.21697e+19	0.403589
0.0601	4.46684e+19	0.340945
0.0601	4.73151e+19	0.27584
0.0601	5.01187e+19	0.209681
0.0601	5.30884e+19	0.145525
0.0601	5.62341e+19	0.093451
0.0601	5.95662e+19	0.0544041
0.0601	6.30957e+19	0.0288438
0.0601	6.68344e+19	0.0128675
0.0601	7.07946e+19	0.00496039
0.0601	7.49894e+19	0.00204035
0.0601	7.94328e+19	0.000469704
0.0601	8.41395e+19	0.000120864
0.0601	8.91251e+19	3.31928e-05
0.0601	9.44061e+19	0
0.0601	1e+20	0
0.0626	1e+19	0.629313
0.0626	1.05925e+19	0.625371
0.0626	1.12202e+19	0.621757
0.0626	1.1885e+19	0.61775
0.0626	1.25893e+19	0.613405
0.0626	1.33352e+19	0.610319
0.0626	1.41254e+19	0.607576
0.0626	1.49624e+19	0.603973
0.0626	1.58489e+19	0.602115
0.0626	1.6788e+19	0.600274
0.0626	1.77828e+19	0.597938
0.0626	1.88365e+19	0.594633
0.0626	1.99526e+19	0.592515
0.0626	2.11349e+19	0.590267
0.0626	2.23872e+19	0.587028
0.0626	2.37137e+19	0.584036
0.0626	2.51189e+19	0.580725
0.0626	2.66073e+19	0.577308
0.0626	2.81838e+19	0.571203
0.0626	2.98538e+19	0.562283
0.0626	3.16228e+19	0.549478
0.0626	3.34965e+19	0.532142
0.0626	3.54813e+19	0.506178
0.0626	3.75837e+19	0.47333
0.0626	3.98107e+19	0.431162
0.0626	4.21697e+19	0.377464
0.0626	4.46684e+19	0.315375
0.0626	4.73151e+19	0.250443
0.0626	5.01187e+19	0.185286
0.0626	5.30884e+19	0.125664
0.0626	5.62341e+19	0.0780096
0.0626	5.95662e+19	0.0446576
0.0626	6.30957e+19	0.0224832
0.0626	6.68344e+19	0.00941958
0.0626	7.07946e+19	0.0035793
0.0626	7.49894e+19	0.00123193
0.0626	7.94328e+19	0.000385941
0.0626	8.41395e+19	6.025e-05
0.0626	8.91251e+19	3.31038e-05
0.0626	9.44061e+19	0
0.0626	1e+20	0
0.0651	1e+19	0.616695
0.0651	1.05925e+19	0.612568
0.0651	1.12202e+19	0.608866
0.0651	1.1885e+19	0.604751
0.0651	1.25893e+19	0.600811
0.0651	1.33352e+19	0.597761
0.0651	1.41254e+19	0.594744
0.0651	1.49624e+19	0.591412
0.0651	1.58489e+19	0.589412
0.0651	1.6788e+19	0.587022
0.0651	1.77828e+19	0.584752
0.0651	1.88365e+19	0.581691
0.0651	1.99526e+19	0.579203
0.0651	2.11349e+19	0.576629
0.0651	2.23872e+19	0.573501
0.0651	2.37137e+19	0.570799
0.0651	2.51189e+19	0.56773
0.0651	2.66073e+19	0.563336
0.0651	2.81838e+19	0.55692
0.0651	2.98538e+19	0.547038
0.0651	3.16228e+19	0.532688
0.0651	3.34965e+19	0.513011
0.0651	3.54813e+19	0.485298
0.0651	3.75837e+19	0.449418
0.0651	3.98107e+19	0.405107
0.0651	4.21697e+19	0.349521
0.0651	4.46684e+19	0.28763
0.0651	4.73151e+19	0.223591
0.0651	5.01187e+19	0.162754
0.0651	5.30884e+19	0.106644
0.0651	5.62341e+19	0.0642586
0.0651	5.95662e+19	0.0354191
0.0651	6.30957e+19	0.0166196
0.0651	6.68344e+19	0.00697134
0.0651	7.07946e+19	0.00218531
0.0651	7.49894e+19	0.000756334
0.0651	7.94328e+19	0.00016598
0.0651	8.41395e+19	0
0.0651	8.91251e+19	0
0.0651	9.44061e+19	0
0.0651	1e+20	0
0.0676	1e+19	0.603968
0.0676	1.05925e+19	0.600037
0.0676	1.12202e+19	0.596113
0.0676	1.1885e+19	0.59193
0.0676	1.25893e+19	0.588393
0.0676	1.33352e+19	0.585093
0.0676	1.41254e+19	0.582094
0.0676	1.49624e+19	0.578669
0.0676	1.58489e+19	0.576655
0.0676	1.6788e+19	0.574262
0.0676	1.77828e+19	0.571525
0.0676	1.88365e+19	0.568286
0.0676	1.99526e+19	0.565868
0.0676	2.11349e+19	0.5636
0.0676	2.23872e+19	0.560378
0.0676	2.37137e+19	0.557097
0.0676	2.51189e+19	0.553682
0.0676	2.66073e+19	0.549291
0.0676	2.81838e+19	0.541579
0.0676	2.98538e+19	0.530465
0.0676	3.16228e+19	0.515105
0.0676	3.34965e+19	0.493351
0.0676	3.54813e+19	0.464565
0.0676	3.75837e+19	0.427118
0.0676	3.98107e+19	0.380173
0.0676	4.21697e+19	0.322729
0.0676	4.46684e+19	0.261133
0.0676	4.73151e+19	0.198968
0.0676	5.01187e+19	0.140439
0.0676	5.30884e+19	0.0893568
0.0676	5.62341e+19	0.0524437
0.0676	5.95662e+19	0.0269785
0.0676	6.30957e+19	0.0118888
0.0676	6.68344e+19	0.00453572
0.0676	7.07946e+19	0.00143062
0.0676	7.49894e+19	0.000328798
0.0676	7.94328e+19	2.77693e-05
0.0676	8.41395e+19	0
0.0676	8.91251e+19	0
0.0676	9.44061e+19	0
0.0676	1e+20	0
0.0701	1e+19	0.592394
0.0701	1.05925e+19	0.588669
0.0701	1.12202e+19	0.584586
0.0701	1.1885e+19	0.580561
0.0701	1.25893e+19	0.576813
0.0701	1.33352e+19	0.573742
0.0701	1.41254e+19	0.569989
0.0701	1.49624e+19	0.566748
0.0701	1.58489e+19	0.56445
0.0701	1.6788e+19	0.561834
0.0701	1.77828e+19	0.558956
0.0701	1.88365e+19	0.555769
0.0701	1.99526e+19	0.553303
0.0701	2.11349e+19	0.55074
0.0701	2.23872e+19	0.547769
0.0701	2.37137e+19	0.54381
0.0701	2.51189e+19	0.540115
0.0701	2.66073e+19	0.534828
0.0701	2.81838e+19	0.526893
0.0701	2.98538e+19	0.515118
0.0701	3.16228e+19	0.498868
0.0701	3.34965e+19	0.474979
0.0701	3.54813e+19	0.443993
0.0701	3.75837e+19	0.404929
0.0701	3.98107e+19	0.356466
0.0701	4.21697e+19	0.29763
0.0701	4.46684e+19	0.237173
0.0701	4.73151e+19	0.175799
0.0701	5.01187e+19	0.119783
0.0701	5.30884e+19	0.073735
0.0701	5.62341e+19	0.0406522
0.0701	5.95662e+19	0.0203183
0.0701	6.30957e+19	0.00837428
0.0701	6.68344e+19	0.00293513
0.0701	7.07946e+19	0.000944287
0.0701	7.49894e+19	0.000227101
0.0701	7.94328e+19	5.54232e-05
0.0701	8.41395e+19	0
0.0701	8.91251e+19	0
0.0701	9.44061e+19	0
0.0701	1e+20	0
0.0726	1e+19	0.580822
0.0726	1.05925e+19	0.577247
0.0726	1.12202e+19	0.573011
0.0726	1.1885e+19	0.568993
0.0726	1.25893e+19	0.565291
0.0726	1.33352e+19	0.562044
0.0726	1.41254e+19	0.558283
0.0726	1.49624e+19	0.55503
0.0726	1.58489e+19	0.552586
0.0726	1.6788e+19	0.550595
0.0726	1.77828e+19	0.547739
0.0726	1.88365e+19	0.544296
0.0726	1.99526e+19	0.542383
0.0726	2.11349e+19	0.539132
0.0726	2.23872e+19	0.5361
0.0726	2.37137e+19	0.531018
0.0726	2.51189e+19	0.52686
0.0726	2.66073e+19	0.520839
0.0726	2.81838e+19	0.511726
0.0726	2.98538e+19	0.498485
0.0726	3.16228e+19	0.48093
0.0726	3.34965e+19	0.456083
0.0726	3.54813e+19	0.424114
0.0726	3.75837e+19	0.382469
0.0726	3.98107e+19	0.331964
0.0726	4.21697e+19	0.272141
0.0726	4.46684e+19	0.213351
0.0726	4.73151e+19	0.153942
0.0726	5.01187e+19	0.101426
0.0726	5.30884e+19	0.0606467
0.0726	5.62341e+19	0.0324325
0.0726	5.95662e+19	0.0156497
0.0726	6.30957e+19	0.0061021
0.0726	6.68344e+19	0.00188107
0.0726	7.07946e+19	0.000573342
0.0726	7.49894e+19	0.000125442
0.0726	7.94328e+19	5.51025e-05
0.0726	8.41395e+19	0
0.0726	8.91251e+19	0
0.0726	9.44061e+19	0
0.0726	1e+20	0
0.0751	1e+19	0.569757
0.0751	1.05925e+19	0.565829
0.0751	1.12202e+19	0.56124
0.0751	1.1885e+19	0.557125
0.0751	1.25893e+19	0.553444
0.0751	1.33352e+19	0.549855
0.0751	1.41254e+19	0.546246
0.0751	1.49624e+19	0.54304
0.0751	1.58489e+19	0.540667
0.0751	1.6788e+19	0.538871
0.0751	1.77828e+19	0.53577
0.0751	1.88365e+19	0.532313
0.0751	1.99526e+19	0.529805
0.0751	2.11349e+19	0.526765
0.0751	2.23872e+19	0.523379
0.0751	2.37137e+19	0.518096
0.0751	2.51189e+19	0.513855
0.0751	2.66073e+19	0.50766
0.0751	2.81838e+19	0.497069
0.0751	2.98538e+19	0.482917
0.0751	3.16228e+19	0.464107
0.0751	3.34965e+19	0.437607
0.0751	3.54813e+19	0.402065
0.0751	3.75837e+19	0.359754
0.0751	3.98107e+19	0.306999
0.0751	4.21697e+19	0.24802
0.0751	4.46684e+19	0.190526
0.0751	4.73151e+19	0.133706
0.0751	5.01187e+19	0.0853513
0.0751	5.30884e+19	0.0491115
0.0751	5.62341e+19	0.0249494
0.0751	5.95662e+19	0.0110648
0.0751	6.30957e+19	0.00391311
0.0751	6.68344e+19	0.00108768
0.0751	7.07946e+19	0.000206569
0.0751	7.49894e+19	2.51496e-05
0.0751	7.94328e+19	2.76312e-05
0.0751	8.41395e+19	0
0.0751	8.91251e+19	0
0.0751	9.44061e+19	0
0.0751	1e+20	0
0.0776	1e+19	0.558106
0.0776	1.05925e+19	0.554138
0.0776	1.12202e+19	0.549559
0.0776	1.1885e+19	0.545659
0.0776	1.25893e+19	0.541972
0.0776	1.33352e+19	0.537968
0.0776	1.41254e+19	0.534767
0.0776	1.49624e+19	0.531209
0.0776	1.58489e+19	0.528854
0.0776	1.6788e+19	0.526587
0.0776	1.77828e+19	0.523315
0.0776	1.88365e+19	0.519891
0.0776	1.99526e+19	0.517593
0.0776	2.11349e+19	0.514393
0.0776	2.23872e+19	0.510944
0.0776	2.37137e+19	0.505317
0.0776	2.51189e+19	0.500926
0.0776	2.66073e+19	0.493966
0.0776	2.81838e+19	0.482191
0.0776	2.98538e+19	0.4665
0.0776	3.16228e+19	0.446078
0.0776	3.34965e+19	0.418307
0.0776	3.54813e+19	0.380736
0.0776	3.75837e+19	0.336583
0.0776	3.98107e+19	0.283203
0.0776	4.21697e+19	0.226042
0.0776	4.46684e+19	0.168089
0.0776	4.73151e+19	0.115244
0.0776	5.01187e+19	0.071092
0.0776	5.30884e+19	0.0396646
0.0776	5.62341e+19	0.0194021
0.0776	5.95662e+19	0.00840629
0.0776	6.30957e+19	0.00281544
0.0776	6.68344e+19	0.000734939
0.0776	7.07946e+19	0.000138319
0.0776	7.49894e+19	2.52653e-05
0.0776	7.94328e+19	2.77593e-05
0.0776	8.41395e+19	0
0.0776	8.91251e+19	0
0.0776	9.44061e+19	0
0.0776	1e+20	0
0.0801	1e+19	0.546684
0.0801	1.05925e+19	0.542615
0.0801	1.12202e+19	0.537979
0.0801	1.1885e+19	0.534231
0.0801	1.25893e+19	0.530673
0.0801	1.33352e+19	0.526717
0.0801	1.41254e+19	0.523241
0.0801	1.49624e+19	0.519849
0.0801	1.58489e+19	0.517338
0.0801	1.6788e+19	0.514798
0.0801	1.77828e+19	0.510871
0.0801	1.88365e+19	0.507752
0.0801	1.99526e+19	0.50537
0.0801	2.11349e+19	0.502042
0.0801	2.23872e+19	0.49819
0.0801	2.37137e+19	0.492967
0.0801	2.51189e+19	0.487301
0.0801	2.66073e+19	0.479503
0.0801	2.81838e+19	0.46721
0.0801	2.98538e+19	0.451575
0.0801	3.16228e+19	0.429116
0.0801	3.34965e+19	0.3998
0.0801	3.54813e+19	0.361751
0.0801	3.75837e+19	0.316073
0.0801	3.98107e+19	0.260728
0.0801	4.21697e+19	0.204998
0.0801	4.46684e+19	0.14865
0.0801	4.73151e+19	0.0986758
0.0801	5.01187e+19	0.059086
0.0801	5.30884e+19	0.0330997
0.0801	5.62341e+19	0.0154853
0.0801	5.95662e+19	0.00593508
0.0801	6.30957e+19	0.0018766
0.0801	6.68344e+19	0.000482737
0.0801	7.07946e+19	9.20726e-05
0.0801	7.49894e+19	0
0.0801	7.94328e+19	0
0.0801	8.41395e+19	0
0.0801	8.91251e+19	0
0.0801	9.44061e+19	0
0.0801	1e+20	0
0.0826	1e+19	0.535568
0.0826	1.05925e+19	0.531341
0.0826	1.12202e+19	0.526853
0.0826	1.1885e+19	0.522785
0.0826	1.25893e+19	0.518967
0.0826	1.33352e+19	0.515314
0.0826	1.41254e+19	0.511721
0.0826	1.49624e+19	0.508673
0.0826	1.58489e+19	0.506306
0.0826	1.6788e+19	0.503262
0.0826	1.77828e+19	0.499363
0.0826	1.88365e+19	0.496298
0.0826	1.99526e+19	0.493191
0.0826	2.11349e+19	0.490057
0.0826	2.23872e+19	0.485468
0.0826	2.37137e+19	0.480133
0.0826	2.51189e+19	0.474099
0.0826	2.66073e+19	0.465257
0.0826	2.81838e+19	0.452216
0.0826	2.98538e+19	0.43519
0.0826	3.16228e+19	0.411977
0.0826	3.34965e+19	0.380842
0.0826	3.54813e+19	0.340729
0.0826	3.75837e+19	0.292785
0.0826	3.98107e+19	0.238628
0.0826	4.21697e+19	0.183604
0.0826	4.46684e+19	0.130304
0.0826	4.73151e+19	0.0839133
0.0826	5.01187e+19	0.0485187
0.0826	5.30884e+19	0.0260697
0.0826	5.62341e+19	0.0119078
0.0826	5.95662e+19	0.00406291
0.0826	6.30957e+19	0.00136052
0.0826	6.68344e+19	0.00037827
0.0826	7.07946e+19	6.91133e-05
0.0826	7.49894e+19	0
0.0826	7.94328e+19	0
0.0826	8.41395e+19	0
0.0826	8.91251e+19	0
0.0826	9.44061e+19	0
0.0826	1e+20	0
0.0851	1e+19	0.524992
0.0851	1.05925e+19	0.520175
0.0851	1.12202e+19	0.515418
0.0851	1.1885e+19	0.511379
0.0851	1.25893e+19	0.507534
0.0851	1.33352e+19	0.503944
0.0851	1.41254e+19	0.500498
0.0851	1.49624e+19	0.497458
0.0851	1.58489e+19	0.495503
0.0851	1.6788e+19	0.492294
0.0851	1.77828e+19	0.48875
0.0851	1.88365e+19	0.485573
0.0851	1.99526e+19	0.482192
0.0851	2.11349e+19	0.478792
0.0851	2.23872e+19	0.474147
0.0851	2.37137e+19	0.468468
0.0851	2.51189e+19	0.461825
0.0851	2.66073e+19	0.45245
0.0851	2.81838e+19	0.438448
0.0851	2.98538e+19	0.419875
0.0851	3.16228e+19	0.39476
0.0851	3.34965e+19	0.361249
0.0851	3.54813e+19	0.320343
0.0851	3.75837e+19	0.270541
0.0851	3.98107e+19	0.216409
0.0851	4.21697e+19	0.163251
0.0851	4.46684e+19	0.112229
0.0851	4.73151e+19	0.0702824
0.0851	5.01187e+19	0.0395918
0.0851	5.30884e+19	0.0199569
0.0851	5.62341e+19	0.00895921
0.0851	5.95662e+19	0.00314092
0.0851	6.30957e+19	0.000939201
0.0851	6.68344e+19	0.000189092
0.0851	7.07946e+19	2.30372e-05
0.0851	7.49894e+19	0
0.0851	7.94328e+19	0
0.0851	8.41395e+19	0
0.0851	8.91251e+19	0
0.0851	9.44061e+19	0
0.0851	1e+20	0
0.0876	1e+19	0.513908
0.0876	1.05925e+19	0.509175
0.0876	1.12202e+19	0.504526
0.0876	1.1885e+19	0.500324
0.0876	1.25893e+19	0.496617
0.0876	1.33352e+19	0.492921
0.0876	1.41254e+19	0.489831
0.0876	1.49624e+19	0.486743
0.0876	1.58489e+19	0.484233
0.0876	1.6788e+19	0.481069
0.0876	1.77828e+19	0.477651
0.0876	1.88365e+19	0.47407
0.0876	1.99526e+19	0.47093
0.0876	2.11349e+19	0.467237
0.0876	2.23872e+19	0.462547
0.0876	2.37137e+19	0.457081
0.0876	2.51189e+19	0.449884
0.0876	2.66073e+19	0.439931
0.0876	2.81838e+19	0.424896
0.0876	2.98538e+19	0.404946
0.0876	3.16228e+19	0.37766
0.0876	3.34965e+19	0.341911
0.0876	3.54813e+19	0.299421
0.0876	3.75837e+19	0.248897
0.0876	3.98107e+19	0.196013
0.0876	4.21697e+19	0.143551
0.0876	4.46684e+19	0.0966976
0.0876	4.73151e+19	0.0585446
0.0876	5.01187e+19	0.0326101
0.0876	5.30884e+19	0.0154058
0.0876	5.62341e+19	0.00633867
0.0876	5.95662e+19	0.00223269
0.0876	6.30957e+19	0.000613109
0.0876	6.68344e+19	8.40583e-05
0.0876	7.07946e+19	0
0.0876	7.49894e+19	0
0.0876	7.94328e+19	0
0.0876	8.41395e+19	0
0.0876	8.91251e+19	0
0.0876	9.44061e+19	0
0.0876	1e+20	0
0.0901	1e+19	0.50318
0.0901	1.05925e+19	0.498126
0.0901	1.12202e+19	0.493572
0.0901	1.1885e+19	0.489405
0.0901	1.25893e+19	0.485237
0.0901	1.33352e+19	0.481716
0.0901	1.41254e+19	0.478521
0.0901	1.49624e+19	0.475427
0.0901	1.58489e+19	0.472789
0.0901	1.6788e+19	0.469694
0.0901	1.77828e+19	0.466573
0.0901	1.88365e+19	0.463513
0.0901	1.99526e+19	0.459955
0.0901	2.11349e+19	0.456161
0.0901	2.23872e+19	0.451647
0.0901	2.37137e+19	0.446076
0.0901	2.51189e+19	0.437915
0.0901	2.66073e+19	0.426794
0.0901	2.81838e+19	0.410341
0.0901	2.98538e+19	0.389171
0.0901	3.16228e+19	0.360113
0.0901	3.34965e+19	0.323704
0.0901	3.54813e+19	0.279067
0.0901	3.75837e+19	0.227376
0.0901	3.98107e+19	0.176682
0.0901	4.21697e+19	0.12627
0.0901	4.46684e+19	0.0827683
0.0901	4.73151e+19	0.0478297
0.0901	5.01187e+19	0.0254754
0.0901	5.30884e+19	0.011679
0.0901	5.62341e+19	0.00437783
0.0901	5.95662e+19	0.00137564
0.0901	6.30957e+19	0.000401845
0.0901	6.68344e+19	4.19815e-05
0.0901	7.07946e+19	0
0.0901	7.49894e+19	0
0.0901	7.94328e+19	0
0.0901	8.41395e+19	0
0.0901	8.91251e+19	0
0.0901	9.44061e+19	0
0.0901	1e+20	0
0.0926	1e+19	0.492957
0.0926	1.05925e+19	0.487956
0.0926	1.12202e+19	0.48336
0.0926	1.1885e+19	0.479226
0.0926	1.25893e+19	0.475388
0.0926	1.33352e+19	0.471606
0.0926	1.41254e+19	0.46856
0.0926	1.49624e+19	0.465405
0.0926	1.58489e+19	0.462576
0.0926	1.6788e+19	0.459489
0.0926	1.77828e+19	0.456524
0.0926	1.88365e+19	0.453411
0.0926	1.99526e+19	0.45022
0.0926	2.11349e+19	0.445619
0.0926	2.23872e+19	0.440811
0.0926	2.37137e+19	0.434582
0.0926	2.51189e+19	0.425643
0.0926	2.66073e+19	0.413038
0.0926	2.81838e+19	0.395613
0.0926	2.98538e+19	0.372902
0.0926	3.16228e+19	0.342423
0.0926	3.34965e+19	0.304507
0.0926	3.54813e+19	0.259685
0.0926	3.75837e+19	0.208243
0.0926	3.98107e+19	0.157698
0.0926	4.21697e+19	0.110729
0.0926	4.46684e+19	0.0697324
0.0926	4.73151e+19	0.0393979
0.0926	5.01187e+19	0.0201401
0.0926	5.30884e+19	0.00900758
0.0926	5.62341e+19	0.00306033
0.0926	5.95662e+19	0.000974303
0.0926	6.30957e+19	0.000210555
0.0926	6.68344e+19	2.10088e-05
0.0926	7.07946e+19	0
0.0926	7.49894e+19	0
0.0926	7.94328e+19	0
0.0926	8.41395e+19	0
0.0926	8.91251e+19	0
0.0926	9.44061e+19	0
0.0926	1e+20	0
0.0951	1e+19	0.482384
0.0951	1.05925e+19	0.477468
0.0951	1.12202e+19	0.473102
0.0951	1.1885e+19	0.469092
0.0951	1.25893e+19	0.465408
0.0951	1.33352e+19	0.461506
