# [1]-ell [2]-1h+2h [3]-1h [4]-2h
1.370000000000000000e+02 3.739177308886389227e-04 3.641727209341706606e-04 9.745009954468273887e-06
1.380000000000000000e+02 3.707263195908776210e-04 3.611944726145341084e-04 9.531846976343524475e-06
1.390000000000000000e+02 3.675842820321784912e-04 3.582615091163424722e-04 9.322772915836024087e-06
1.400000000000000000e+02 3.644905110350457438e-04 3.553728254271222272e-04 9.117685607923540304e-06
1.410000000000000000e+02 3.614439318737139653e-04 3.525274457794519748e-04 8.916486094262004070e-06
1.420000000000000000e+02 3.584435011022198960e-04 3.497244226006017984e-04 8.719078501618102734e-06
1.430000000000000000e+02 3.554781323394478319e-04 3.469378292188180835e-04 8.540303120629738170e-06
1.440000000000000000e+02 3.525571240876965856e-04 3.441922981254387243e-04 8.364825962257861278e-06
1.450000000000000000e+02 3.496795149034786707e-04 3.414869473218598486e-04 8.192567581618849211e-06
1.460000000000000000e+02 3.468443705778651216e-04 3.388209196379954606e-04 8.023450939869642310e-06
1.470000000000000000e+02 3.440507831859058183e-04 3.361933818697589432e-04 7.857401316146856506e-06
1.480000000000000000e+02 3.412978701754026630e-04 3.336035239521173402e-04 7.694346223285326256e-06
1.490000000000000000e+02 3.385847734931545189e-04 3.310505581660241935e-04 7.534215327130309261e-06
1.500000000000000000e+02 3.359106587468931081e-04 3.285337183776255001e-04 7.376940369267630067e-06
1.510000000000000000e+02 3.332747144012277308e-04 3.260522593082220452e-04 7.222455093005662769e-06
1.520000000000000000e+02 3.306761510060030203e-04 3.236054558335505144e-04 7.070695172452494928e-06
1.530000000000000000e+02 3.281051874020853086e-04 3.211718574421853199e-04 6.933329959899979399e-06
1.540000000000000000e+02 3.255702645592669243e-04 3.187719258789454267e-04 6.798338680321516246e-06
1.550000000000000000e+02 3.230706508103015464e-04 3.164049830116237626e-04 6.665667798677773586e-06
1.560000000000000000e+02 3.206056339023903882e-04 3.140703686043127695e-04 6.535265298077633995e-06
1.570000000000000000e+02 3.181745203622843559e-04 3.117674397345488618e-04 6.407080627735489039e-06
1.580000000000000000e+02 3.157766348860207434e-04 3.094955702329994546e-04 6.281064653021290478e-06
1.590000000000000000e+02 3.134113197521884702e-04 3.072541501446814875e-04 6.157169607507009855e-06
1.600000000000000000e+02 3.110779342576758233e-04 3.050425852107579972e-04 6.035349046917804968e-06
1.610000000000000000e+02 3.087758541749032371e-04 3.028602963700019555e-04 5.915557804901284125e-06
1.620000000000000000e+02 3.064965733950655467e-04 3.006895808795728296e-04 5.806992515492734846e-06
1.630000000000000000e+02 3.042475421392840432e-04 2.985473421595600434e-04 5.700199979724015069e-06
1.640000000000000000e+02 3.020281793073770270e-04 2.964330368957721084e-04 5.595142411604943113e-06
1.650000000000000000e+02 2.998379183895527838e-04 2.943461353512679714e-04 5.491783038284828561e-06
1.660000000000000000e+02 2.976762070148530415e-04 2.922861209476499528e-04 5.390086067203091217e-06
1.670000000000000000e+02 2.955425065161816829e-04 2.902524898616918041e-04 5.290016654489861834e-06
1.680000000000000000e+02 2.934362915112127389e-04 2.882447506366510358e-04 5.191540874561715841e-06
1.690000000000000000e+02 2.913570494985095755e-04 2.862624238076486071e-04 5.094625690860945585e-06
1.700000000000000000e+02 2.893042804682164617e-04 2.843050415405275243e-04 4.999238927688925562e-06
1.710000000000000000e+02 2.872774965267152589e-04 2.823721472836286791e-04 4.905349243086600094e-06
1.720000000000000000e+02 2.852762215346674526e-04 2.804632954319499554e-04 4.812926102717489568e-06
1.730000000000000000e+02 2.832928304888698780e-04 2.785633530274295101e-04 4.729477461440350906e-06
1.740000000000000000e+02 2.813341533270535279e-04 2.766868465440296999e-04 4.647306783023850858e-06
1.750000000000000000e+02 2.793997445447989687e-04 2.748333560180918410e-04 4.566388526707139642e-06
1.760000000000000000e+02 2.774891691339662850e-04 2.730024713400176339e-04 4.486697793948662186e-06
1.770000000000000000e+02 2.756020022778260482e-04 2.711937919689332271e-04 4.408210308892816041e-06
1.780000000000000000e+02 2.737378290566998902e-04 2.694069266571657434e-04 4.330902399534142606e-06
1.790000000000000000e+02 2.718962441636941325e-04 2.676414931841439087e-04 4.254750979550246642e-06
1.800000000000000000e+02 2.700768516301243929e-04 2.658971180993480827e-04 4.179733530776327143e-06
1.810000000000000000e+02 2.682792645602509961e-04 2.641734364739556991e-04 4.105828086295270774e-06
1.820000000000000000e+02 2.665031048749587806e-04 2.624700916608402670e-04 4.033013214118517742e-06
1.830000000000000000e+02 2.647480030640339782e-04 2.607867350626000280e-04 3.961268001433942552e-06
1.840000000000000000e+02 2.630075615233304354e-04 2.591111623365421781e-04 3.896399186788256367e-06
1.850000000000000000e+02 2.612875613930537013e-04 2.574550960988969276e-04 3.832465294156759370e-06
1.860000000000000000e+02 2.595876555380271611e-04 2.558182067993533537e-04 3.769448738673799724e-06
1.870000000000000000e+02 2.579075045273848590e-04 2.542001721756767638e-04 3.707332351708087565e-06
1.880000000000000000e+02 2.562467764237491997e-04 2.526006770548073067e-04 3.646099368941902704e-06
1.890000000000000000e+02 2.546051465792590718e-04 2.510194131604077993e-04 3.585733418851292807e-06
1.900000000000000000e+02 2.529822974381890533e-04 2.494560789266174168e-04 3.526218511571635145e-06
1.910000000000000000e+02 2.513779183459135310e-04 2.479103793177797176e-04 3.467539028133786267e-06
1.920000000000000000e+02 2.497917053639812208e-04 2.463820256539245280e-04 3.409679710056698298e-06
1.930000000000000000e+02 2.482233610910731104e-04 2.448707354417902090e-04 3.352625649282912887e-06
1.940000000000000000e+02 2.466725944896267691e-04 2.433762322111827729e-04 3.296362278443982553e-06
1.950000000000000000e+02 2.451391207179214027e-04 2.418982453564780212e-04 3.240875361443393002e-06
1.960000000000000000e+02 2.436173943808475682e-04 2.404265737141517254e-04 3.190820666695850074e-06
1.970000000000000000e+02 2.421124892659664207e-04 2.389710454064094397e-04 3.141443859556980987e-06
1.980000000000000000e+02 2.406241366804298242e-04 2.375314037214228016e-04 3.092732959007031929e-06
1.990000000000000000e+02 2.391520735401574604e-04 2.361073972895926030e-04 3.044676250564869199e-06
2.000000000000000000e+02 2.376960422254699424e-04 2.346987799463584286e-04 2.997262279111522206e-06
2.010000000000000000e+02 2.362557904411341709e-04 2.333053105991935035e-04 2.950479841940670315e-06
2.020000000000000000e+02 2.348310710806652949e-04 2.319267530986374355e-04 2.904317982027847996e-06
2.030000000000000000e+02 2.334216420947352510e-04 2.305628761132247936e-04 2.858765981510446407e-06
2.040000000000000000e+02 2.320272663635443325e-04 2.292134530081734020e-04 2.813813355370929190e-06
2.050000000000000000e+02 2.306477115730177151e-04 2.278782617277016749e-04 2.769449845316028397e-06
2.060000000000000000e+02 2.292827500946944782e-04 2.265570846808495783e-04 2.725665413844901188e-06
2.070000000000000000e+02 2.279321588691816437e-04 2.252497086306821125e-04 2.682450238499531598e-06
2.080000000000000000e+02 2.265957192930504230e-04 2.239559245867594149e-04 2.639794706290996661e-06
2.090000000000000000e+02 2.252689073748637887e-04 2.226676459596971778e-04 2.601261415166601943e-06
2.100000000000000000e+02 2.239558843499229015e-04 2.213926661899055380e-04 2.563218160017359617e-06
2.110000000000000000e+02 2.226564432684845576e-04 2.201307864585855874e-04 2.525656809898971887e-06
2.120000000000000000e+02 2.213703812393872034e-04 2.188818118356786592e-04 2.488569403708539944e-06
2.130000000000000000e+02 2.200974993318961066e-04 2.176455511860062139e-04 2.451948145889887974e-06
2.140000000000000000e+02 2.188376024803682669e-04 2.164218170781017454e-04 2.415785402266516804e-06
2.150000000000000000e+02 2.175904993916420076e-04 2.152104256956442838e-04 2.380073695997725469e-06
2.160000000000000000e+02 2.163560024550628051e-04 2.140111967514089558e-04 2.344805703653841270e-06
2.170000000000000000e+02 2.151339276550573454e-04 2.128239534036509002e-04 2.309974251406446847e-06
2.180000000000000000e+02 2.139240944861728127e-04 2.116485221748430959e-04 2.275572311329726533e-06
2.190000000000000000e+02 2.127263258705007726e-04 2.104847328726915014e-04 2.241592997809275781e-06
2.200000000000000000e+02 2.115404480774088600e-04 2.093324185133541070e-04 2.208029564054742005e-06
2.210000000000000000e+02 2.103662906455045693e-04 2.081914152467917174e-04 2.174875398712846874e-06
2.220000000000000000e+02 2.092000511387844127e-04 2.070550944491769566e-04 2.144956689607462084e-06
2.230000000000000000e+02 2.080452494438064489e-04 2.059298531034787691e-04 2.115396340327689904e-06
2.240000000000000000e+02 2.069017236605831208e-04 2.048155349112218534e-04 2.086188749361255088e-06
2.250000000000000000e+02 2.057693148832908975e-04 2.037119864578423336e-04 2.057328425448570296e-06
2.260000000000000000e+02 2.046478671319803633e-04 2.026190571470252500e-04 2.028809984955100972e-06
2.270000000000000000e+02 2.035372272861359294e-04 2.015365991368186247e-04 2.000628149317292928e-06
2.280000000000000000e+02 2.024372450200278943e-04 2.004644672774681538e-04 1.972777742559734117e-06
2.290000000000000000e+02 2.013477727398005552e-04 1.994025190509192695e-04 1.945253688881274641e-06
2.300000000000000000e+02 2.002686655222423785e-04 1.983506145119344987e-04 1.918051010307875576e-06
2.310000000000000000e+02 1.991997810551864576e-04 1.973086162307763564e-04 1.891164824410091297e-06
2.320000000000000000e+02 1.981409795794909789e-04 1.962763892374078513e-04 1.864590342083122538e-06
2.330000000000000000e+02 1.970921238325509871e-04 1.952538009671634940e-04 1.838322865387499868e-06
2.340000000000000000e+02 1.960530789932948576e-04 1.942407212078464110e-04 1.812357785448439647e-06
2.350000000000000000e+02 1.950237126286205624e-04 1.932370220482084399e-04 1.786690580412119757e-06
2.360000000000000000e+02 1.940038946412275475e-04 1.922425778277705424e-04 1.761316813457004005e-06
2.370000000000000000e+02 1.929905054159356188e-04 1.912520542315171088e-04 1.738451184418522063e-06
2.380000000000000000e+02 1.919864488641593843e-04 1.902706064485954764e-04 1.715842415563902407e-06
2.390000000000000000e+02 1.909916010185416584e-04 1.892981142762253802e-04 1.693486742316268490e-06
2.400000000000000000e+02 1.900058400629308470e-04 1.883344595933483399e-04 1.671380469582510681e-06
2.410000000000000000e+02 1.890290462863406006e-04 1.873795263161405413e-04 1.649519970200060355e-06
2.420000000000000000e+02 1.880611020380804869e-04 1.864332003546559976e-04 1.627901683424486302e-06
2.430000000000000000e+02 1.871018916840227445e-04 1.854953695705660838e-04 1.606522113456671306e-06
2.440000000000000000e+02 1.861513015639713452e-04 1.845659237359629980e-04 1.585377828008348286e-06
2.450000000000000000e+02 1.852092199501023293e-04 1.836447544931973897e-04 1.564465456904926868e-06
2.460000000000000000e+02 1.842755370064432939e-04 1.827317553157189014e-04 1.543781690724401860e-06
2.470000000000000000e+02 1.833501447493624914e-04 1.818268214698911644e-04 1.523323279471327613e-06
2.480000000000000000e+02 1.824329370090382353e-04 1.809298499777533848e-04 1.503087031284840582e-06
2.490000000000000000e+02 1.815238093918803179e-04 1.800407395807006815e-04 1.483069811179648390e-06
2.500000000000000000e+02 1.806226592438768476e-04 1.791593907040577537e-04 1.463268539819090330e-06
2.510000000000000000e+02 1.797293856148390510e-04 1.782857054225197462e-04 1.443680192319307468e-06
2.520000000000000000e+02 1.788415414999038403e-04 1.774155550081764831e-04 1.425986491727362864e-06
2.530000000000000000e+02 1.779614047966175303e-04 1.765529249361117369e-04 1.408479860505801428e-06
2.540000000000000000e+02 1.770888790589761059e-04 1.756977213407101947e-04 1.391157718265914193e-06
2.550000000000000000e+02 1.762238694174183315e-04 1.748498518879675902e-04 1.374017529450752448e-06
2.560000000000000000e+02 1.753662825470448847e-04 1.740092257446533108e-04 1.357056802391586610e-06
2.570000000000000000e+02 1.745160266365981675e-04 1.731757535482104514e-04 1.340273088387724569e-06
2.580000000000000000e+02 1.736730113581826259e-04 1.723493473773736104e-04 1.323663980809005106e-06
2.590000000000000000e+02 1.728371478377044659e-04 1.715299207234841528e-04 1.307227114220322216e-06
2.600000000000000000e+02 1.720083486260117096e-04 1.707173884624841296e-04 1.290960163527585929e-06
2.610000000000000000e+02 1.711865276707142628e-04 1.699116668275697719e-04 1.274860843144489219e-06
2.620000000000000000e+02 1.703716002886668907e-04 1.691126733824873741e-04 1.258926906179510327e-06
2.630000000000000000e+02 1.695634831390955329e-04 1.683203269954529737e-04 1.243156143642566454e-06
2.640000000000000000e+02 1.687620941973512348e-04 1.675345478136804035e-04 1.227546383670824378e-06
2.650000000000000000e+02 1.679673527292726697e-04 1.667552572384996105e-04 1.212095490773059607e-06
2.660000000000000000e+02 1.671791792661431555e-04 1.659823779010510391e-04 1.196801365092126795e-06
2.670000000000000000e+02 1.663974955802244402e-04 1.652158336385394345e-04 1.181661941684994441e-06
2.680000000000000000e+02 1.656203392879437451e-04 1.644523466469482781e-04 1.167992640995473843e-06
2.690000000000000000e+02 1.648495409586919649e-04 1.636950816277058397e-04 1.154459330986124632e-06
2.700000000000000000e+02 1.640850256612091723e-04 1.629439654146083922e-04 1.141060246600780743e-06
2.710000000000000000e+02 1.633267196176045610e-04 1.621989259659616296e-04 1.127793651642927413e-06
2.720000000000000000e+02 1.625745501814591129e-04 1.614598923432551420e-04 1.114657838203981888e-06
2.730000000000000000e+02 1.618284458164230403e-04 1.607267946903181413e-04 1.101651126104906860e-06
2.740000000000000000e+02 1.610883360752932863e-04 1.599995642129425314e-04 1.088771862350764873e-06
2.750000000000000000e+02 1.603541515795604843e-04 1.592781331589625639e-04 1.076018420597910878e-06
2.760000000000000000e+02 1.596258239994117708e-04 1.585624347987783117e-04 1.063389200633451318e-06
2.770000000000000000e+02 1.589032860341783643e-04 1.578524034063117113e-04 1.050882627866650599e-06
2.780000000000000000e+02 1.581864713932164734e-04 1.571479742403844701e-04 1.038497152832007146e-06
2.790000000000000000e+02 1.574753147772100679e-04 1.564490835265064503e-04 1.026231250703625273e-06
2.800000000000000000e+02 1.567697518598849143e-04 1.557556684390642608e-04 1.014083420820648669e-06
2.810000000000000000e+02 1.560697192701236311e-04 1.550676670839001880e-04 1.002052186223430660e-06
2.820000000000000000e+02 1.553751545744712738e-04 1.543850184812711128e-04 9.901360932001738034e-07
2.830000000000000000e+02 1.546859962600217726e-04 1.537076625491780074e-04 9.783337108437719872e-07
2.840000000000000000e+02 1.540021837176750591e-04 1.530355400870564994e-04 9.666436306185691738e-07
2.850000000000000000e+02 1.533221494163783654e-04 1.523660339613814479e-04 9.561154549969188035e-07
2.860000000000000000e+02 1.526473581221938775e-04 1.517016723102617326e-04 9.456858119321574204e-07
2.870000000000000000e+02 1.519777516387186308e-04 1.510423981405305217e-04 9.353534981881055345e-07
2.880000000000000000e+02 1.513132726130994186e-04 1.503881552840573657e-04 9.251173290420626111e-07
2.890000000000000000e+02 1.506538645209511606e-04 1.497388883830115590e-04 9.149761379395970990e-07
2.900000000000000000e+02 1.499994716515957343e-04 1.490945428754388089e-04 9.049287761569272508e-07
