# [1]-ell [2]-1h+2h [3]-1h [4]-2h
1.200000000000000000e+02 1.709400489752397950e-03 1.696708669936780210e-03 1.269181981561770784e-05
1.210000000000000000e+02 1.690537108682598497e-03 1.678164649009030764e-03 1.237245967356775883e-05
1.220000000000000000e+02 1.672021624578094853e-03 1.659961538905708415e-03 1.206008567238648214e-05
1.230000000000000000e+02 1.653844926064839630e-03 1.642090426997862762e-03 1.175449906697690900e-05
1.240000000000000000e+02 1.635998210770235953e-03 1.624542702563702180e-03 1.145550820653366735e-05
1.250000000000000000e+02 1.618472972482250249e-03 1.607310044253252787e-03 1.116292822899755727e-05
1.260000000000000000e+02 1.601277264238727162e-03 1.590377386801104190e-03 1.089987743762290700e-05
1.270000000000000000e+02 1.584386476861911848e-03 1.573744139428476328e-03 1.064233743343562004e-05
1.280000000000000000e+02 1.567792932690467754e-03 1.557402774928582723e-03 1.039015776188506689e-05
1.290000000000000000e+02 1.551489204432932034e-03 1.541346011305927410e-03 1.014319312700466110e-05
1.300000000000000000e+02 1.535468105161010878e-03 1.525566801983127161e-03 9.901303177883774223e-06
1.310000000000000000e+02 1.519722678775530184e-03 1.510058326470035787e-03 9.664352305494426952e-06
1.320000000000000000e+02 1.504246190919336212e-03 1.494813981470038489e-03 9.432209449297707470e-06
1.330000000000000000e+02 1.489032120313006028e-03 1.479827372399915341e-03 9.204747913090741574e-06
1.340000000000000000e+02 1.474074150490709868e-03 1.465092305301121493e-03 8.981845189588390214e-06
1.350000000000000000e+02 1.459382661648570088e-03 1.450601054667272809e-03 8.781606981297210876e-06
1.360000000000000000e+02 1.444934860399205590e-03 1.436349567433023921e-03 8.585292966181689298e-06
1.370000000000000000e+02 1.430725008540925658e-03 1.422332205575204105e-03 8.392802965721600061e-06
1.380000000000000000e+02 1.416747542903735307e-03 1.408543502890010615e-03 8.204040013724706059e-06
1.390000000000000000e+02 1.402997068803570058e-03 1.394978158571643506e-03 8.018910231926642981e-06
1.400000000000000000e+02 1.389468353785945675e-03 1.381631031074708697e-03 7.837322711237023772e-06
1.410000000000000000e+02 1.376156321644281429e-03 1.368497132245943132e-03 7.659189398338354249e-06
1.420000000000000000e+02 1.363056046699003898e-03 1.355571621711642747e-03 7.484424987361103677e-06
1.430000000000000000e+02 1.350179437953686300e-03 1.342852234467005338e-03 7.327203486680908675e-06
1.440000000000000000e+02 1.337504817671328209e-03 1.330331926232069476e-03 7.172891439258688456e-06
1.450000000000000000e+02 1.325027688616687649e-03 1.318006269943985172e-03 7.021418672702473424e-06
1.460000000000000000e+02 1.312743683281691756e-03 1.305870966140238549e-03 6.872717141453202961e-06
1.470000000000000000e+02 1.300648559296266153e-03 1.293921838447362931e-03 6.726720848903172316e-06
1.480000000000000000e+02 1.288738195031156799e-03 1.282154829258298507e-03 6.583365772858280986e-06
1.490000000000000000e+02 1.277008585383492597e-03 1.270565995589313006e-03 6.442589794179649741e-06
1.500000000000000000e+02 1.265455837736330792e-03 1.259151505107881756e-03 6.304332628449130032e-06
1.510000000000000000e+02 1.254076168083906187e-03 1.247907632323394522e-03 6.168535760511692197e-06
1.520000000000000000e+02 1.242865897314751914e-03 1.236830754932995852e-03 6.035142381756059422e-06
1.530000000000000000e+02 1.231837768651724251e-03 1.225922594426401930e-03 5.915174225322405007e-06
1.540000000000000000e+02 1.220971663612442290e-03 1.215174378339822000e-03 5.797285272620253747e-06
1.550000000000000000e+02 1.210264204442563964e-03 1.204582775864722777e-03 5.681428577841277510e-06
1.560000000000000000e+02 1.199712104632199086e-03 1.194144546104789059e-03 5.567558527409929930e-06
1.570000000000000000e+02 1.189312165892312135e-03 1.183856535098019771e-03 5.455630794292360639e-06
1.580000000000000000e+02 1.179061275249658480e-03 1.173715672955515186e-03 5.345602294143298671e-06
1.590000000000000000e+02 1.168956402254897001e-03 1.163718971111690629e-03 5.237431143206284741e-06
1.600000000000000000e+02 1.158994596298792892e-03 1.153863519680906145e-03 5.131076617886668241e-06
1.610000000000000000e+02 1.149172984031686167e-03 1.144146484915764843e-03 5.026499115921317244e-06
1.620000000000000000e+02 1.139504722345125506e-03 1.134572440487374365e-03 4.932281857751205488e-06
1.630000000000000000e+02 1.129970836235647674e-03 1.125131229120901856e-03 4.839607114745738371e-06
1.640000000000000000e+02 1.120568676167180361e-03 1.115820234195759363e-03 4.748441971421044862e-06
1.650000000000000000e+02 1.111295660305133262e-03 1.106636905909715767e-03 4.658754395417457678e-06
1.660000000000000000e+02 1.102149272393823610e-03 1.097578759184970410e-03 4.570513208853157167e-06
1.670000000000000000e+02 1.093127059712658590e-03 1.088643371651890285e-03 4.483688060768223566e-06
1.680000000000000000e+02 1.084226631107685843e-03 1.079828381707074710e-03 4.398249400611218268e-06
1.690000000000000000e+02 1.075445655095325168e-03 1.071131486642601990e-03 4.314168452723281051e-06
1.700000000000000000e+02 1.066781858035214864e-03 1.062550440843438356e-03 4.231417191776614065e-06
1.710000000000000000e+02 1.058233022369275706e-03 1.054083054050149269e-03 4.149968319126352785e-06
1.720000000000000000e+02 1.049796984924217030e-03 1.045727189684180023e-03 4.069795240036918009e-06
1.730000000000000000e+02 1.041487559560910423e-03 1.037489729624253322e-03 3.997829936657097917e-06
1.740000000000000000e+02 1.033286488444415570e-03 1.029359519030951771e-03 3.926969413463804490e-06
1.750000000000000000e+02 1.025191767708615162e-03 1.021334576140671890e-03 3.857191567943174262e-06
1.760000000000000000e+02 1.017201441517576969e-03 1.013412966663896709e-03 3.788474853680208502e-06
1.770000000000000000e+02 1.009313600652705055e-03 1.005592802389267040e-03 3.720798263438017854e-06
1.780000000000000000e+02 1.001526381149089699e-03 9.978722398362482090e-04 3.654141312841480459e-06
1.790000000000000000e+02 9.938379629790704186e-04 9.902494789544300565e-04 3.588484024640349386e-06
1.800000000000000000e+02 9.862465687811333877e-04 9.827227618676051372e-04 3.523806913528304639e-06
1.810000000000000000e+02 9.787504626323406589e-04 9.752903716608451882e-04 3.460090971495389851e-06
1.820000000000000000e+02 9.713479488625660022e-04 9.679506312088736629e-04 3.397317653692317767e-06
1.830000000000000000e+02 9.640373709089019531e-04 9.607019020441158377e-04 3.335468864786084484e-06
1.840000000000000000e+02 9.568322390251109187e-04 9.535523897681866734e-04 3.279849256924266555e-06
1.850000000000000000e+02 9.497155976514391447e-04 9.464905645977578956e-04 3.225033053681258413e-06
1.860000000000000000e+02 9.426859058795958009e-04 9.395149007500783840e-04 3.171005129517408888e-06
1.870000000000000000e+02 9.357416575801604875e-04 9.326239068630481346e-04 3.117750717112299505e-06
1.880000000000000000e+02 9.288813804390262012e-04 9.258161250419245014e-04 3.065255397101707473e-06
1.890000000000000000e+02 9.221036350254546016e-04 9.190901299372947674e-04 3.013505088159876475e-06
1.900000000000000000e+02 9.154070138905401116e-04 9.124445278531264367e-04 2.962486037413658781e-06
1.910000000000000000e+02 9.087901406949376116e-04 9.058779558837618201e-04 2.912184811175778292e-06
1.920000000000000000e+02 9.022516693647620418e-04 8.993890810787769433e-04 2.862588285985079503e-06
1.930000000000000000e+02 8.957902832746045523e-04 8.929765996346625311e-04 2.813683639942021656e-06
1.940000000000000000e+02 8.894046944566628542e-04 8.866392361123345920e-04 2.765458344328304164e-06
1.950000000000000000e+02 8.830936428350221346e-04 8.803757426795222373e-04 2.717900155499883784e-06
1.960000000000000000e+02 8.768703987722336300e-04 8.741951788258832748e-04 2.675219946350320504e-06
1.970000000000000000e+02 8.707190318117052300e-04 8.680859128836525621e-04 2.633118928052658224e-06
1.980000000000000000e+02 8.646383652801935011e-04 8.620467784251129896e-04 2.591586855080524624e-06
1.990000000000000000e+02 8.586272474738600256e-04 8.560766337639084261e-04 2.550613709951545644e-06
2.000000000000000000e+02 8.526845510077497728e-04 8.501743613106645288e-04 2.510189697085284696e-06
2.010000000000000000e+02 8.468091721853381612e-04 8.443388669484826539e-04 2.470305236855453963e-06
2.020000000000000000e+02 8.410000303874352488e-04 8.385690794276059318e-04 2.430950959829366994e-06
2.030000000000000000e+02 8.352560674797604272e-04 8.328639497785726145e-04 2.392117701187847007e-06
2.040000000000000000e+02 8.295762472385261477e-04 8.272224507432070434e-04 2.353796495319089499e-06
2.050000000000000000e+02 8.239595547934041187e-04 8.216435762228238441e-04 2.315978570580307689e-06
2.060000000000000000e+02 8.184049960872631342e-04 8.161263407430419895e-04 2.278655344221121440e-06
2.070000000000000000e+02 8.129115973520938251e-04 8.106697789346308533e-04 2.241818417462964566e-06
2.080000000000000000e+02 8.074784046005654362e-04 8.052729450298363924e-04 2.205459570729033190e-06
2.090000000000000000e+02 8.021180483389792970e-04 7.999452776072621960e-04 2.172770731717118844e-06
2.100000000000000000e+02 7.968158538348312685e-04 7.946753554595953556e-04 2.140498375235934481e-06
2.110000000000000000e+02 7.915709269029866683e-04 7.894622913176713727e-04 2.108635585315255326e-06
2.120000000000000000e+02 7.863823911790064711e-04 7.843052155884928109e-04 2.077175590513654715e-06
2.130000000000000000e+02 7.812493876830342489e-04 7.792032759227715153e-04 2.046111760262769183e-06
2.140000000000000000e+02 7.761710743963298959e-04 7.741556367950096305e-04 2.015437601320236614e-06
2.150000000000000000e+02 7.711466258500152644e-04 7.691614790956877949e-04 1.985146754327496226e-06
2.160000000000000000e+02 7.661752327256387976e-04 7.642199997351697667e-04 1.955232990469002102e-06
2.170000000000000000e+02 7.612561014671561602e-04 7.593304112589267709e-04 1.925690208229337235e-06
2.180000000000000000e+02 7.563884539039534682e-04 7.544919414737084927e-04 1.896512430244944095e-06
2.190000000000000000e+02 7.515715268845527290e-04 7.497038330843054264e-04 1.867693800247338158e-06
2.200000000000000000e+02 7.468045719206476687e-04 7.449653433405529221e-04 1.839228580094729011e-06
2.210000000000000000e+02 7.420868548411317829e-04 7.402757436942426729e-04 1.811111146889099671e-06
2.220000000000000000e+02 7.374304430993633723e-04 7.356445921873880269e-04 1.785850911975386222e-06
2.230000000000000000e+02 7.328216706131188921e-04 7.310607768680197401e-04 1.760893745099184190e-06
2.240000000000000000e+02 7.282598469941953560e-04 7.265236120885607950e-04 1.736234905634580867e-06
2.250000000000000000e+02 7.237442948245729731e-04 7.220324250782705986e-04 1.711869746302321538e-06
2.260000000000000000e+02 7.192743493571632056e-04 7.175865556462186897e-04 1.687793710944474995e-06
2.270000000000000000e+02 7.148493582247353968e-04 7.131853558923740254e-04 1.664002332361417802e-06
2.280000000000000000e+02 7.104686811567646884e-04 7.088281899265554912e-04 1.640491230209155049e-06
2.290000000000000000e+02 7.061316897039548969e-04 7.045144335949998001e-04 1.617256108955053346e-06
2.300000000000000000e+02 7.018377669701920778e-04 7.002434742143019654e-04 1.594292755890097378e-06
2.310000000000000000e+02 6.975863073517014207e-04 6.960147103125055449e-04 1.571597039195892750e-06
2.320000000000000000e+02 6.933767162831790338e-04 6.918275513771143239e-04 1.549164906064670005e-06
2.330000000000000000e+02 6.892084099906889329e-04 6.876814176098182451e-04 1.526992380870645309e-06
2.340000000000000000e+02 6.850808152511114312e-04 6.835757396877203225e-04 1.505075563391075932e-06
2.350000000000000000e+02 6.809933691579471210e-04 6.795099585308715532e-04 1.483410627075532646e-06
2.360000000000000000e+02 6.769455188932781489e-04 6.754835250759163917e-04 1.461993817361797689e-06
2.370000000000000000e+02 6.729488087200128678e-04 6.715060321453458379e-04 1.442776574667029889e-06
2.380000000000000000e+02 6.689904658696091150e-04 6.675666903378644264e-04 1.423775531744720363e-06
2.390000000000000000e+02 6.650699688148346833e-04 6.636649812969137429e-04 1.404987517920886414e-06
2.400000000000000000e+02 6.611868052186515438e-04 6.598003957975864288e-04 1.386409421065089984e-06
2.410000000000000000e+02 6.573404717352982493e-04 6.559724335490167832e-04 1.368038186281443529e-06
2.420000000000000000e+02 6.535304738164749187e-04 6.521806030018408766e-04 1.349870814634026599e-06
2.430000000000000000e+02 6.497563255224780366e-04 6.484244211605723297e-04 1.331904361905664090e-06
2.440000000000000000e+02 6.460175493381395710e-04 6.447034134007505321e-04 1.314135937389037857e-06
2.450000000000000000e+02 6.423136759934315208e-04 6.410171132907223086e-04 1.296562702709230658e-06
2.460000000000000000e+02 6.386442442885959230e-04 6.373650624179192292e-04 1.279181870676683455e-06
2.470000000000000000e+02 6.350088009236685895e-04 6.337468102194988330e-04 1.261990704169709721e-06
2.480000000000000000e+02 6.314069003322741666e-04 6.301619138172284435e-04 1.244986515045707000e-06
2.490000000000000000e+02 6.278381045195620879e-04 6.266099378564819050e-04 1.228166663080156882e-06
2.500000000000000000e+02 6.243019829041667607e-04 6.230904543492340976e-04 1.211528554932657171e-06
2.510000000000000000e+02 6.207981121640798782e-04 6.196030425209406904e-04 1.195069643139176085e-06
2.520000000000000000e+02 6.173368492260602547e-04 6.161565915167091772e-04 1.180257709351115654e-06
2.530000000000000000e+02 6.139068840392325520e-04 6.127412814512266711e-04 1.165602588005916922e-06
2.540000000000000000e+02 6.105078160140878316e-04 6.093567138992561421e-04 1.151102114831697545e-06
2.550000000000000000e+02 6.071392512080549296e-04 6.060024970448837835e-04 1.136754163171170031e-06
2.560000000000000000e+02 6.038008021900149753e-04 6.026782455468251065e-04 1.122556643189823485e-06
2.570000000000000000e+02 6.004920879080868391e-04 5.993835804069830991e-04 1.108507501103704631e-06
2.580000000000000000e+02 5.972127335605966663e-04 5.961181288421704130e-04 1.094604718426235274e-06
2.590000000000000000e+02 5.939623704701374940e-04 5.928815241589039612e-04 1.080846311233520478e-06
2.600000000000000000e+02 5.907406359606392652e-04 5.896734056311915897e-04 1.067230329447646891e-06
2.610000000000000000e+02 5.875471732373628271e-04 5.864934183812253862e-04 1.053754856137446880e-06
2.620000000000000000e+02 5.843816312697371410e-04 5.833412132629008529e-04 1.040418006836243986e-06
2.630000000000000000e+02 5.812436646769627256e-04 5.802164467480865929e-04 1.027217928876094764e-06
2.640000000000000000e+02 5.781329336163084764e-04 5.771187808155703487e-04 1.014152800738107109e-06
2.650000000000000000e+02 5.750491036740224948e-04 5.740478828426041989e-04 1.001220831418328938e-06
2.660000000000000000e+02 5.719918457587929621e-04 5.710034254989840774e-04 9.884202598088354067e-07
2.670000000000000000e+02 5.689608359976846804e-04 5.679850866435910825e-04 9.757493540935597900e-07
2.680000000000000000e+02 5.659658603446377423e-04 5.650015114822417401e-04 9.643488623960366377e-07
2.690000000000000000e+02 5.629963877286473265e-04 5.620433258033493860e-04 9.530619252979896655e-07
2.700000000000000000e+02 5.600521108599068772e-04 5.591102237917086127e-04 9.418870681982380332e-07
2.710000000000000000e+02 5.571327272485913223e-04 5.562019044079780702e-04 9.308228406132309940e-07
2.720000000000000000e+02 5.542379391127420655e-04 5.533180712970429396e-04 9.198678156991753053e-07
2.730000000000000000e+02 5.513674532882481723e-04 5.504584326984628692e-04 9.090205897853087453e-07
2.740000000000000000e+02 5.485209811408654247e-04 5.476227013589474776e-04 8.982797819179924645e-07
2.750000000000000000e+02 5.456982384802255360e-04 5.448105944468101995e-04 8.876440334153680610e-07
2.760000000000000000e+02 5.428989454757778476e-04 5.420218334683456164e-04 8.771120074322671429e-07
2.770000000000000000e+02 5.401228265746164546e-04 5.392561441860813706e-04 8.666823885351137618e-07
2.780000000000000000e+02 5.373696104211445100e-04 5.365132565388579374e-04 8.563538822865750310e-07
2.790000000000000000e+02 5.346390297785252963e-04 5.337929045636856211e-04 8.461252148396596545e-07
2.800000000000000000e+02 5.319308214518762585e-04 5.310948263193351893e-04 8.359951325410624567e-07
2.810000000000000000e+02 5.292447262131619833e-04 5.284187638116184544e-04 8.259624015434823787e-07
2.820000000000000000e+02 5.265804887277396101e-04 5.257644629203129388e-04 8.160258074266947718e-07
2.830000000000000000e+02 5.239378574825193785e-04 5.231316733276922433e-04 8.061841548271506659e-07
2.840000000000000000e+02 5.213165847156929315e-04 5.205201484486170161e-04 7.964362670758664792e-07
2.850000000000000000e+02 5.187258431847395230e-04 5.179381570801452374e-04 7.876861045942500295e-07
2.860000000000000000e+02 5.161558768685407979e-04 5.153768589489589498e-04 7.790179195818511433e-07
2.870000000000000000e+02 5.136064501132125461e-04 5.128360194026896539e-04 7.704307105229134396e-07
2.880000000000000000e+02 5.110773307301256585e-04 5.103154072388102827e-04 7.619234913153512601e-07
2.890000000000000000e+02 5.085682899332960539e-04 5.078147946423127671e-04 7.534952909832905100e-07
2.900000000000000000e+02 5.060791022781172812e-04 5.053339571247213386e-04 7.451451533959301645e-07
