# [1]-ell [2]-1h+2h [3]-1h [4]-2h
2.910000000000000000e+02 5.036095456013995860e-04 5.028726734644070910e-04 7.368721369925399985e-07
2.920000000000000000e+02 5.011594009626859497e-04 5.004307256481724687e-04 7.286753145134594407e-07
2.930000000000000000e+02 4.987284525868107337e-04 4.980078988140738050e-04 7.205537727369221067e-07
2.940000000000000000e+02 4.963164878076739301e-04 4.956039811954523122e-04 7.125066122215960059e-07
2.950000000000000000e+02 4.939232970131979521e-04 4.932187640661432745e-04 7.045329470546543437e-07
2.960000000000000000e+02 4.915486735914410517e-04 4.908520416868357959e-04 6.966319046052881921e-07
2.970000000000000000e+02 4.891924138778364637e-04 4.885036112525529628e-04 6.888026252834723541e-07
2.980000000000000000e+02 4.868543171035336417e-04 4.861732728412297071e-04 6.810442623039118922e-07
2.990000000000000000e+02 4.845341853448105235e-04 4.838608293633555181e-04 6.733559814549899631e-07
3.000000000000000000e+02 4.822318234735358997e-04 4.815660865126632478e-04 6.657369608726349033e-07
3.010000000000000000e+02 4.799470391086525594e-04 4.792888527178335955e-04 6.581863908189565317e-07
3.020000000000000000e+02 4.776796425686596361e-04 4.770289390951940782e-04 6.507034734655609346e-07
3.030000000000000000e+02 4.754294468250699771e-04 4.747861594023885775e-04 6.432874226814136048e-07
3.040000000000000000e+02 4.732050824195155282e-04 4.725684388784013191e-04 6.366435411142155594e-07
3.050000000000000000e+02 4.709974658738438056e-04 4.703674078269493128e-04 6.300580468944724810e-07
3.060000000000000000e+02 4.688064188866091528e-04 4.681828886157223847e-04 6.235302708867915610e-07
3.070000000000000000e+02 4.666317656171383300e-04 4.660147060635206392e-04 6.170595536176704154e-07
3.080000000000000000e+02 4.644733326437985432e-04 4.638626873986921107e-04 6.106452451064162846e-07
3.090000000000000000e+02 4.623309489231040479e-04 4.617266622184044923e-04 6.042867046995416692e-07
3.100000000000000000e+02 4.602044457496440918e-04 4.596064624487355456e-04 5.979833009085670502e-07
3.110000000000000000e+02 4.580936567168086664e-04 4.575019223055575251e-04 5.917344112511275658e-07
3.120000000000000000e+02 4.559984176782990589e-04 4.554128782562037476e-04 5.855394220953314491e-07
3.130000000000000000e+02 4.539185667104018995e-04 4.533391689818946435e-04 5.793977285072829802e-07
3.140000000000000000e+02 4.518539440750085428e-04 4.512806353409068677e-04 5.733087341016846145e-07
3.150000000000000000e+02 4.498043921833656898e-04 4.492371203324702338e-04 5.672718508954695842e-07
3.160000000000000000e+02 4.477697555605381682e-04 4.472084690613737723e-04 5.612864991643753968e-07
3.170000000000000000e+02 4.457498808105683666e-04 4.451945287032659480e-04 5.553521073023991529e-07
3.180000000000000000e+02 4.437446165823161681e-04 4.431951484706321250e-04 5.494681116840622592e-07
3.190000000000000000e+02 4.417538135359658853e-04 4.412101795794364303e-04 5.436339565294336111e-07
3.200000000000000000e+02 4.397773243101816567e-04 4.392394752164098569e-04 5.378490937718245286e-07
3.210000000000000000e+02 4.378150034899006785e-04 4.372828905069725699e-04 5.321129829281187057e-07
3.220000000000000000e+02 4.358667075747470350e-04 4.353402824837754011e-04 5.264250909716608350e-07
3.230000000000000000e+02 4.339322949480534943e-04 4.334115100558458408e-04 5.207848922076527671e-07
3.240000000000000000e+02 4.320109432818365711e-04 4.314952289971876417e-04 5.157142846489229848e-07
3.250000000000000000e+02 4.301032034982814160e-04 4.295925179777109241e-04 5.106855205704933430e-07
3.260000000000000000e+02 4.282089393810599356e-04 4.277032412313246643e-04 5.056981497352883813e-07
3.270000000000000000e+02 4.263280164804370931e-04 4.258272647524263496e-04 5.007517280107356684e-07
3.280000000000000000e+02 4.244603020851187318e-04 4.239644562678503061e-04 4.958458172684395142e-07
3.290000000000000000e+02 4.226056651946333677e-04 4.221146852093475587e-04 4.909799852857972461e-07
3.300000000000000000e+02 4.207639764922312012e-04 4.202778226865817152e-04 4.861538056495056391e-07
3.310000000000000000e+02 4.189351083182952509e-04 4.184537414606343182e-04 4.813668576609301828e-07
3.320000000000000000e+02 4.171189346442482401e-04 4.166423159180049720e-04 4.766187262432841412e-07
3.330000000000000000e+02 4.153153310469476982e-04 4.148434220450971386e-04 4.719090018505777513e-07
3.340000000000000000e+02 4.135241746835572989e-04 4.130569374031789758e-04 4.672372803783113577e-07
3.350000000000000000e+02 4.117453442668848385e-04 4.112827411038089739e-04 4.626031630758567360e-07
3.360000000000000000e+02 4.099787200411759047e-04 4.095207137847153844e-04 4.580062564604987600e-07
3.370000000000000000e+02 4.082241837583553746e-04 4.077707375861222864e-04 4.534461722331087722e-07
3.380000000000000000e+02 4.064816186547050877e-04 4.060326961275097127e-04 4.489225271953954998e-07
3.390000000000000000e+02 4.047509094279695078e-04 4.043064744848007892e-04 4.444349431687182170e-07
3.400000000000000000e+02 4.030319422148798320e-04 4.025919591679654255e-04 4.399830469144117030e-07
3.410000000000000000e+02 4.013246045690889593e-04 4.008890380990333445e-04 4.355664700556109241e-07
3.420000000000000000e+02 3.996287854395063114e-04 3.991976005905057746e-04 4.311848490005168895e-07
3.430000000000000000e+02 3.979443751490264916e-04 3.975175373241594053e-04 4.268378248670963756e-07
3.440000000000000000e+02 3.962740016489417331e-04 3.958510696006468216e-04 4.229320482949317440e-07
3.450000000000000000e+02 3.946147978903339899e-04 3.941957412630809352e-04 4.190566272530540462e-07
3.460000000000000000e+02 3.929666584461452279e-04 3.925514471921233818e-04 4.152112540218325585e-07
3.470000000000000000e+02 3.913294791786829457e-04 3.909180835538697421e-04 4.113956248131925509e-07
3.480000000000000000e+02 3.897031572202448854e-04 3.892955477805351843e-04 4.076094397097166360e-07
3.490000000000000000e+02 3.880875909540893332e-04 3.876837385514844496e-04 4.038524026048570008e-07
3.500000000000000000e+02 3.864826799957419559e-04 3.860825557745977245e-04 4.001242211442307298e-07
3.510000000000000000e+02 3.848883251746357042e-04 3.844919005679677351e-04 3.964246066679826011e-07
3.520000000000000000e+02 3.833044285160742428e-04 3.829116752419200434e-04 3.927532741541883566e-07
3.530000000000000000e+02 3.817308932235129963e-04 3.813417832813497136e-04 3.891099421632783288e-07
3.540000000000000000e+02 3.801676236611519584e-04 3.797821293283684934e-04 3.854943327834599853e-07
3.550000000000000000e+02 3.786145253368334326e-04 3.782326191652563311e-04 3.819061715771184245e-07
3.560000000000000000e+02 3.770715048852384707e-04 3.766931596977102898e-04 3.783451875281779896e-07
3.570000000000000000e+02 3.755384700513756660e-04 3.751636589383852737e-04 3.748111129903969955e-07
3.580000000000000000e+02 3.740153296743578570e-04 3.736440259907212558e-04 3.713036836365860918e-07
3.590000000000000000e+02 3.725019936714590429e-04 3.721341710330503373e-04 3.678226384087279745e-07
3.600000000000000000e+02 3.709983730224470657e-04 3.706340053029781112e-04 3.643677194689726130e-07
3.610000000000000000e+02 3.695043797541868011e-04 3.691434410820353161e-04 3.609386721515061379e-07
3.620000000000000000e+02 3.680199269255062682e-04 3.676623916805910009e-04 3.575352449152552209e-07
3.630000000000000000e+02 3.665449286123250079e-04 3.661907714230275778e-04 3.541571892974346766e-07
3.640000000000000000e+02 3.650792998930330198e-04 3.647284956331651334e-04 3.508042598678909043e-07
3.650000000000000000e+02 3.636229568341224822e-04 3.632754806199381967e-04 3.474762141842587988e-07
3.660000000000000000e+02 3.621758164760608681e-04 3.618316436633129828e-04 3.441728127478870795e-07
3.670000000000000000e+02 3.607438764146075113e-04 3.604026634587102350e-04 3.412129558972562257e-07
3.680000000000000000e+02 3.593209264620946452e-04 3.589826517896203633e-04 3.382746724742633073e-07
3.690000000000000000e+02 3.579068869905937785e-04 3.575715292332094981e-04 3.353577573842995063e-07
3.700000000000000000e+02 3.565016792859550211e-04 3.561692172779645392e-04 3.324620079904874812e-07
3.710000000000000000e+02 3.551052255349218837e-04 3.547756383108438961e-04 3.295872240779695056e-07
3.720000000000000000e+02 3.537174488124619418e-04 3.533907156046431179e-04 3.267332078188059992e-07
3.730000000000000000e+02 3.523382730693083221e-04 3.520143733055708575e-04 3.238997637374704755e-07
3.740000000000000000e+02 3.509676231197089236e-04 3.506465364210319732e-04 3.210866986769372550e-07
3.750000000000000000e+02 3.496054246293784371e-04 3.492871308076131052e-04 3.182938217653370600e-07
3.760000000000000000e+02 3.482516041036495336e-04 3.479360831592663355e-04 3.155209443831819745e-07
3.770000000000000000e+02 3.469060888758211062e-04 3.465933209956899557e-04 3.127678801311445231e-07
3.780000000000000000e+02 3.455688070956958137e-04 3.452587726508974525e-04 3.100344447983746677e-07
3.790000000000000000e+02 3.442396877183081724e-04 3.439323672619768249e-04 3.073204563313531362e-07
3.800000000000000000e+02 3.429186604928353911e-04 3.426140347580321015e-04 3.046257348032628692e-07
3.810000000000000000e+02 3.416056559516907304e-04 3.413037058493068412e-04 3.019501023838763111e-07
3.820000000000000000e+02 3.403006053997933707e-04 3.400013120164834370e-04 2.992933833099407027e-07
3.830000000000000000e+02 3.390034409040136500e-04 3.387067855001575731e-04 2.966554038560577239e-07
3.840000000000000000e+02 3.377140952827878710e-04 3.374200592904818175e-04 2.940359923060440392e-07
3.850000000000000000e+02 3.364325020959031643e-04 3.361410671169784035e-04 2.914349789247693579e-07
3.860000000000000000e+02 3.351585956344447126e-04 3.348697434385142636e-04 2.888521959304549630e-07
3.870000000000000000e+02 3.338923109109060913e-04 3.336060234334386381e-04 2.862874774674283137e-07
3.880000000000000000e+02 3.326335836494576331e-04 3.323498429898783272e-04 2.837406595793280585e-07
3.890000000000000000e+02 3.313823502763710792e-04 3.311011386961883098e-04 2.812115801827450577e-07
3.900000000000000000e+02 3.301385479105955318e-04 3.298598478315542580e-04 2.787000790412925348e-07
3.910000000000000000e+02 3.289074424031378056e-04 3.286309959736234015e-04 2.764464295144297710e-07
3.920000000000000000e+02 3.276836034234416393e-04 3.274093952194886688e-04 2.742082039529636400e-07
3.930000000000000000e+02 3.264669704935668315e-04 3.261949852289031007e-04 2.719852646637279911e-07
3.940000000000000000e+02 3.252574837876484170e-04 3.249877063121452158e-04 2.697774755031913806e-07
3.950000000000000000e+02 3.240550841232568767e-04 3.237874994214005788e-04 2.675847018563050704e-07
3.960000000000000000e+02 3.228597129528946856e-04 3.225943061422790028e-04 2.654068106156936524e-07
3.970000000000000000e+02 3.216713123556258383e-04 3.214080686854646745e-04 2.632436701611773917e-07
3.980000000000000000e+02 3.204898250288371595e-04 3.202287298784975227e-04 2.610951503396240123e-07
3.990000000000000000e+02 3.193151942801264660e-04 3.190562331576813292e-04 2.589611224451184916e-07
4.000000000000000000e+02 3.181473640193185556e-04 3.178905225601191256e-04 2.568414591994530856e-07
4.010000000000000000e+02 3.169862787506042001e-04 3.167315427158712672e-04 2.547360347329209099e-07
4.020000000000000000e+02 3.158318835648013263e-04 3.155792388402359140e-04 2.526447245654206989e-07
4.030000000000000000e+02 3.146841241317350807e-04 3.144335567261472009e-04 2.505674055878535276e-07
4.040000000000000000e+02 3.135429466927354761e-04 3.132944427366916407e-04 2.485039560438151471e-07
4.050000000000000000e+02 3.124082980532517516e-04 3.121618437977401574e-04 2.464542555115800172e-07
4.060000000000000000e+02 3.112801255755765634e-04 3.110357073906902200e-04 2.444181848863581900e-07
4.070000000000000000e+02 3.101583771716860216e-04 3.099159815453231726e-04 2.423956263628411895e-07
4.080000000000000000e+02 3.090430012961844618e-04 3.088026148327664613e-04 2.403864634180105788e-07
4.090000000000000000e+02 3.079339469393597506e-04 3.076955563585655282e-04 2.383905807942206999e-07
4.100000000000000000e+02 3.068311636203429455e-04 3.065947557558603852e-04 2.364078644825412148e-07
4.110000000000000000e+02 3.057346013803709543e-04 3.055001631786645900e-04 2.344382017063571984e-07
4.120000000000000000e+02 3.046442107761517058e-04 3.044117292952464634e-04 2.324814809052228897e-07
4.130000000000000000e+02 3.035599428733295546e-04 3.033294052816105945e-04 2.305375917189688396e-07
4.140000000000000000e+02 3.024817492400485360e-04 3.022531428150764909e-04 2.286064249720463863e-07
4.150000000000000000e+02 3.014095819406113546e-04 3.011828940679532347e-04 2.266878726581163669e-07
4.160000000000000000e+02 3.003481841515665321e-04 3.001232198731606528e-04 2.249642784058607381e-07
4.170000000000000000e+02 2.992926838374332875e-04 2.990694320634807563e-04 2.232517739525180795e-07
4.180000000000000000e+02 2.982430348159853918e-04 2.980214845497709516e-04 2.215502662144460385e-07
4.190000000000000000e+02 2.971991913734515350e-04 2.969793317103584037e-04 2.198596630931139413e-07
4.200000000000000000e+02 2.961611082586764095e-04 2.959429283852139676e-04 2.181798734624565913e-07
4.210000000000000000e+02 2.951287406773677705e-04 2.949122298702113376e-04 2.165108071564212703e-07
4.220000000000000000e+02 2.941020442864284443e-04 2.938871919114717404e-04 2.148523749566997891e-07
4.230000000000000000e+02 2.930809751883719280e-04 2.928677706997912986e-04 2.132044885806487132e-07
4.240000000000000000e+02 2.920654899258194668e-04 2.918539228651500887e-04 2.115670606693855052e-07
4.250000000000000000e+02 2.910555454760784476e-04 2.908456054713023519e-04 2.099400047760696127e-07
4.260000000000000000e+02 2.900510992457995584e-04 2.898427760104452006e-04 2.083232353543532532e-07
4.270000000000000000e+02 2.890521090657117401e-04 2.888453923979647378e-04 2.067166677470065821e-07
4.280000000000000000e+02 2.880585331854342251e-04 2.878534129672595337e-04 2.051202181747116856e-07
4.290000000000000000e+02 2.870703302683630604e-04 2.868667964646380445e-04 2.035338037250225642e-07
4.300000000000000000e+02 2.860874593866327112e-04 2.858855020442912218e-04 2.019573423414899979e-07
4.310000000000000000e+02 2.851098800161493856e-04 2.849094892633364617e-04 2.003907528129443557e-07
4.320000000000000000e+02 2.841375520316967830e-04 2.839387180769338700e-04 1.988339547629384417e-07
4.330000000000000000e+02 2.831704357021119366e-04 2.829731488334725673e-04 1.972868686393463012e-07
4.340000000000000000e+02 2.822084916855293604e-04 2.820127422698252449e-04 1.957494157041099924e-07
4.350000000000000000e+02 2.812516810246952362e-04 2.810574595066721087e-04 1.942215180231435099e-07
4.360000000000000000e+02 2.802999651423465979e-04 2.801072620438902015e-04 1.927030984563774476e-07
4.370000000000000000e+02 2.793533058366572488e-04 2.791621117560092943e-04 1.911940806479530834e-07
4.380000000000000000e+02 2.784116652767484055e-04 2.782219708877318553e-04 1.896943890165568862e-07
4.390000000000000000e+02 2.774750059982630389e-04 2.772868020495171480e-04 1.882039487458969542e-07
4.400000000000000000e+02 2.765432908990024486e-04 2.763565682132271295e-04 1.867226857753151103e-07
4.410000000000000000e+02 2.756164832346245279e-04 2.754312327078339861e-04 1.852505267905354759e-07
4.420000000000000000e+02 2.746945466144033949e-04 2.745107592151888715e-04 1.837873992145485169e-07
4.430000000000000000e+02 2.737817589929068948e-04 2.735992863523379671e-04 1.824726405689058276e-07
4.440000000000000000e+02 2.728737415406211992e-04 2.726925757118686916e-04 1.811658287525271327e-07
4.450000000000000000e+02 2.719704591428174752e-04 2.717905922417148150e-04 1.798669011026608069e-07
4.460000000000000000e+02 2.710718770195601180e-04 2.708933012239805155e-04 1.785757955796186847e-07
4.470000000000000000e+02 2.701779607217845414e-04 2.700006682710252718e-04 1.772924507592611580e-07
4.480000000000000000e+02 2.692886761274291781e-04 2.691126593216036146e-04 1.760168058255885226e-07
4.490000000000000000e+02 2.684039894376208770e-04 2.682292406370574635e-04 1.747488005634362723e-07
4.500000000000000000e+02 2.675238671729140765e-04 2.673503787975627815e-04 1.734883753512773566e-07
4.510000000000000000e+02 2.666482761695803403e-04 2.664760406984262114e-04 1.722354711541211335e-07
4.520000000000000000e+02 2.657771835759507460e-04 2.656061935464342416e-04 1.709900295165161621e-07
4.530000000000000000e+02 2.649105568488070652e-04 2.647408048562514328e-04 1.697519925556493462e-07
4.540000000000000000e+02 2.640483637498233023e-04 2.638798424468687337e-04 1.685213029545419566e-07
4.550000000000000000e+02 2.631905723420556453e-04 2.630232744381003161e-04 1.672979039553421891e-07
4.560000000000000000e+02 2.623371509864803365e-04 2.621710692471276253e-04 1.660817393527087253e-07
4.570000000000000000e+02 2.614880683385790864e-04 2.613231955850917878e-04 1.648727534872902202e-07
4.580000000000000000e+02 2.606432933449700238e-04 2.604796224537307410e-04 1.636708912392914781e-07
4.590000000000000000e+02 2.598027952400855920e-04 2.596403191420634717e-04 1.624760980221314787e-07
4.600000000000000000e+02 2.589665435428941927e-04 2.588052552231180029e-04 1.612883197761878003e-07
4.610000000000000000e+02 2.581345080536670404e-04 2.579744005507044282e-04 1.601075029626291087e-07
4.620000000000000000e+02 2.573066588507881146e-04 2.571477252562307729e-04 1.589335945573300986e-07
4.630000000000000000e+02 2.564829662876070464e-04 2.563251997455621685e-04 1.577665420448723831e-07
4.640000000000000000e+02 2.556634009893347221e-04 2.555067946959220949e-04 1.566062934126270151e-07
4.650000000000000000e+02 2.548479338499797073e-04 2.546924810528347670e-04 1.554527971449175572e-07
4.660000000000000000e+02 2.540365360293260336e-04 2.538822300271087766e-04 1.543060022172627460e-07
4.670000000000000000e+02 2.532291789499514800e-04 2.530760130918607940e-04 1.531658580906992533e-07
4.680000000000000000e+02 2.524258342942853730e-04 2.522738019795791697e-04 1.520323147061803102e-07
4.690000000000000000e+02 2.516264740017050395e-04 2.514755686792259702e-04 1.509053224790503793e-07
4.700000000000000000e+02 2.508310702656711818e-04 2.506812854333776114e-04 1.497848322935946032e-07
4.710000000000000000e+02 2.500435085913383466e-04 2.498947301029455113e-04 1.487784883928611673e-07
4.720000000000000000e+02 2.492598237490929107e-04 2.491120458836520849e-04 1.477778654408070116e-07
4.730000000000000000e+02 2.484799888705036203e-04 2.483332059495045162e-04 1.467829209991118358e-07
4.740000000000000000e+02 2.477039773282901252e-04 2.475581837152636411e-04 1.457936130264882695e-07
4.750000000000000000e+02 2.469317627336631597e-04 2.467869528337890070e-04 1.448098998741756832e-07
4.760000000000000000e+02 2.461633189336994180e-04 2.460194871934179230e-04 1.438317402814921799e-07
4.770000000000000000e+02 2.453986200087513413e-04 2.452557609153799083e-04 1.428590933714498237e-07
4.780000000000000000e+02 2.446376402698900265e-04 2.444957483512436133e-04 1.418919186464240509e-07
4.790000000000000000e+02 2.438803542563818276e-04 2.437394240803979466e-04 1.409301759838843067e-07
4.800000000000000000e+02 2.431267367331970211e-04 2.429867629075648341e-04 1.399738256321776209e-07
4.810000000000000000e+02 2.423767626885518387e-04 2.422377398603454794e-04 1.390228282063720585e-07
4.820000000000000000e+02 2.416304073314812369e-04 2.414923301867970913e-04 1.380771446841513363e-07
4.830000000000000000e+02 2.408876460894434875e-04 2.407505093530417294e-04 1.371367364017658464e-07
4.840000000000000000e+02 2.401484546059550992e-04 2.400122530409050750e-04 1.362015650500353756e-07
4.850000000000000000e+02 2.394128087382573974e-04 2.392775371455869949e-04 1.352715926704069877e-07
4.860000000000000000e+02 2.386806845550108877e-04 2.385463377733598354e-04 1.343467816510602331e-07
4.870000000000000000e+02 2.379520583340211408e-04 2.378186312392980748e-04 1.334270947230671255e-07
4.880000000000000000e+02 2.372269065599925703e-04 2.370943940650359772e-04 1.325124949566005047e-07
4.890000000000000000e+02 2.365052059223113476e-04 2.363736029765541665e-04 1.316029457571924006e-07
4.900000000000000000e+02 2.357869333128560178e-04 2.356562349019939828e-04 1.306984108620399376e-07
4.910000000000000000e+02 2.350720658238361160e-04 2.349422669694997581e-04 1.297988543363597575e-07
4.920000000000000000e+02 2.343605807456585659e-04 2.342316765050887653e-04 1.289042405697909087e-07
4.930000000000000000e+02 2.336524555648202884e-04 2.335244410305474592e-04 1.280145342728417817e-07
4.940000000000000000e+02 2.329476679618280247e-04 2.328205382613546335e-04 1.271297004733845304e-07
4.950000000000000000e+02 2.322461958091439629e-04 2.321199461046307604e-04 1.262497045131946779e-07
4.960000000000000000e+02 2.315480171691570868e-04 2.314226426571125656e-04 1.253745120445331006e-07
4.970000000000000000e+02 2.308531102921806554e-04 2.307286062031538678e-04 1.245040890267751809e-07
4.980000000000000000e+02 2.301614536144736683e-04 2.300378152127505963e-04 1.236384017230797709e-07
4.990000000000000000e+02 2.294730257562878665e-04 2.293502483395907718e-04 1.227774166971024396e-07
5.000000000000000000e+02 2.287878055199389898e-04 2.286658844191292344e-04 1.219211008097511783e-07
5.010000000000000000e+02 2.281057718879013463e-04 2.279847024666853568e-04 1.210694212159808306e-07
5.020000000000000000e+02 2.274304334701137624e-04 2.273101285634850164e-04 1.203049066287380984e-07
5.030000000000000000e+02 2.267582191111453243e-04 2.266386746398807244e-04 1.195444712646056973e-07
5.040000000000000000e+02 2.260891084757997503e-04 2.259703203890777693e-04 1.187880867219679889e-07
5.050000000000000000e+02 2.254230814002755037e-04 2.253050456754268724e-04 1.180357248486264316e-07
5.060000000000000000e+02 2.247601178903908998e-04 2.246428305326517616e-04 1.172873577391425041e-07
5.070000000000000000e+02 2.241001981198306801e-04 2.239836551620984554e-04 1.165429577322126843e-07
5.080000000000000000e+02 2.234433024284141346e-04 2.233274999310060690e-04 1.158024974080776404e-07
5.090000000000000000e+02 2.227894113203846102e-04 2.226743453707986540e-04 1.150659495859626292e-07
5.100000000000000000e+02 2.221385054627194569e-04 2.220241721753979088e-04 1.143332873215504003e-07
5.110000000000000000e+02 2.214905656834611689e-04 2.213769611995566780e-04 1.136044839044857307e-07
5.120000000000000000e+02 2.208455729700684489e-04 2.207326934572125378e-04 1.128795128559108242e-07
5.130000000000000000e+02 2.202035084677873302e-04 2.200913501198613028e-04 1.121583479260307660e-07
5.140000000000000000e+02 2.195643534780420303e-04 2.194529125149503196e-04 1.114409630917098023e-07
5.150000000000000000e+02 2.189280894568456737e-04 2.188173621242915743e-04 1.107273325540976100e-07
5.160000000000000000e+02 2.182946980132294994e-04 2.181846805824932045e-04 1.100174307362833992e-07
5.170000000000000000e+02 2.176641609076914222e-04 2.175548496754104453e-04 1.093112322809804160e-07
5.180000000000000000e+02 2.170364600506635125e-04 2.169278513386152778e-04 1.086087120482384643e-07
5.190000000000000000e+02 2.164115775009972035e-04 2.163036676558840218e-04 1.079098451131837833e-07
5.200000000000000000e+02 2.157894954644672006e-04 2.156822808577034129e-04 1.072146067637877777e-07
5.210000000000000000e+02 2.151701962922930361e-04 2.150636733197943806e-04 1.065229724986621113e-07
5.220000000000000000e+02 2.145536624796783780e-04 2.144478275616534975e-04 1.058349180248808398e-07
5.230000000000000000e+02 2.139398766643676856e-04 2.138347262451118587e-04 1.051504192558296619e-07
5.240000000000000000e+02 2.133288216252199961e-04 2.132243521729109271e-04 1.044694523090803430e-07
5.250000000000000000e+02 2.127204802807995698e-04 2.126166882872952669e-04 1.037919935042913966e-07
5.260000000000000000e+02 2.121148356879835580e-04 2.120117176686224330e-04 1.031180193611347206e-07
5.270000000000000000e+02 2.115118710405859605e-04 2.114094235339887182e-04 1.024475065972467162e-07
5.280000000000000000e+02 2.109115696679974943e-04 2.108097892358712984e-04 1.017804321262035491e-07
5.290000000000000000e+02 2.103139150338419140e-04 2.102127982607863966e-04 1.011167730555218601e-07
5.300000000000000000e+02 2.097188907346481362e-04 2.096184342279634662e-04 1.004565066846832462e-07
5.310000000000000000e+02 2.091264804985375138e-04 2.090266808880343369e-04 9.979961050318182324e-08
5.320000000000000000e+02 2.085366681839270764e-04 2.084375221217384870e-04 9.914606218859588904e-08
5.330000000000000000e+02 2.079494377782474339e-04 2.078509419386427636e-04 9.849583960468236421e-08
5.340000000000000000e+02 2.073679734292383338e-04 2.072700615054101257e-04 9.791192382820092542e-08
5.350000000000000000e+02 2.067890414074931857e-04 2.066917104706101629e-04 9.733093688301333780e-08
5.360000000000000000e+02 2.062126262026196485e-04 2.061158733430241074e-04 9.675285959553847345e-08
5.370000000000000000e+02 2.056387124272210430e-04 2.055425347542705057e-04 9.617767295053673781e-08
5.380000000000000000e+02 2.050672848156977668e-04 2.049716794576082323e-04 9.560535808952278292e-08
5.390000000000000000e+02 2.044983282230622879e-04 2.044032923267530830e-04 9.503589630919694791e-08
5.400000000000000000e+02 2.039318276237688031e-04 2.038373583547088968e-04 9.446926905989653872e-08
5.410000000000000000e+02 2.033677681105551744e-04 2.032738626526111182e-04 9.390545794406365134e-08
5.420000000000000000e+02 2.028061348932987974e-04 2.027127904485840758e-04 9.334444471473147103e-08
5.430000000000000000e+02 2.022469132978861855e-04 2.021541270866121650e-04 9.278621127403004000e-08
5.440000000000000000e+02 2.016900887650938828e-04 2.015978580254221709e-04 9.223073967170622616e-08
5.450000000000000000e+02 2.011356468494837982e-04 2.010439688373801470e-04 9.167801210366388832e-08
5.460000000000000000e+02 2.005835732183105461e-04 2.004924452074000301e-04 9.112801091051979084e-08
5.470000000000000000e+02 2.000338536504408496e-04 1.999432729318646696e-04 9.058071857617636645e-08
5.480000000000000000e+02 1.994864740352856008e-04 1.993964379175591892e-04 9.003611772641094306e-08
5.490000000000000000e+02 1.989414203717444177e-04 1.988519261806169253e-04 8.949419112748229523e-08
5.500000000000000000e+02 1.983986787671612587e-04 1.983097238454765065e-04 8.895492168475158185e-08
5.510000000000000000e+02 1.978582354362925339e-04 1.977698171438512106e-04 8.841829244132083334e-08
5.520000000000000000e+02 1.973200767002870871e-04 1.972321924137104105e-04 8.788428657668712217e-08
5.530000000000000000e+02 1.967841889856764242e-04 1.966968360982710232e-04 8.735288740540991532e-08
5.540000000000000000e+02 1.962505588233780880e-04 1.961637347450022925e-04 8.682407837579747179e-08
5.550000000000000000e+02 1.957191728477085727e-04 1.956328750046399789e-04 8.629784306860487354e-08
5.560000000000000000e+02 1.951900177954082741e-04 1.951042436302125288e-04 8.577416519574889122e-08
5.570000000000000000e+02 1.946630805046771734e-04 1.945778274760781405e-04 8.525302859903713033e-08
5.580000000000000000e+02 1.941383479142212265e-04 1.940536134969723199e-04 8.473441724891172256e-08
5.590000000000000000e+02 1.936158070623090815e-04 1.935315887470658708e-04 8.421831524320649025e-08
5.600000000000000000e+02 1.930954450858399360e-04 1.930117403790340268e-04 8.370470680591991322e-08
5.610000000000000000e+02 1.925772492194212056e-04 1.924940556431352042e-04 8.319357628600029831e-08
5.620000000000000000e+02 1.920612067944566295e-04 1.919785218863004892e-04 8.268490815614594392e-08
5.630000000000000000e+02 1.915473052382445660e-04 1.914651265512329369e-04 8.217868701161812925e-08
5.640000000000000000e+02 1.910355320730861006e-04 1.909538571755170348e-04 8.167489756906825158e-08
5.650000000000000000e+02 1.905258749154029670e-04 1.904447013907375986e-04 8.117352466537708674e-08
5.660000000000000000e+02 1.900183214748653868e-04 1.899376469216088872e-04 8.067455325650826381e-08
5.670000000000000000e+02 1.895128595535292893e-04 1.894326815851129055e-04 8.017796841637388956e-08
5.680000000000000000e+02 1.890094770449828000e-04 1.889297932896470862e-04 7.968375533571282526e-08
5.690000000000000000e+02 1.885112100352593246e-04 1.884319696732052825e-04 7.924036205404083744e-08
5.700000000000000000e+02 1.880149824587848916e-04 1.879361834025179289e-04 7.879905626696553586e-08
5.710000000000000000e+02 1.875207825816790864e-04 1.874424227565329993e-04 7.835982514609835572e-08
5.720000000000000000e+02 1.870285987574552640e-04 1.869506761014927616e-04 7.792265596251061148e-08
5.730000000000000000e+02 1.865384194262207057e-04 1.864609318901349103e-04 7.748753608579745921e-08
5.740000000000000000e+02 1.860502331138858293e-04 1.859731786609026714e-04 7.705445298315312195e-08
5.750000000000000000e+02 1.855640284313813141e-04 1.854874050371628481e-04 7.662339421845485000e-08
5.760000000000000000e+02 1.850797940738839800e-04 1.850035997264326223e-04 7.619434745135801183e-08
5.770000000000000000e+02 1.845975188200512328e-04 1.845217515196148400e-04 7.576730043640103170e-08
5.780000000000000000e+02 1.841171915312634234e-04 1.840418492902412919e-04 7.534224102211986969e-08
5.790000000000000000e+02 1.836388011508745830e-04 1.835638819937243974e-04 7.491915715017254692e-08
5.800000000000000000e+02 1.831623367034711540e-04 1.830878386666166943e-04 7.449803685447318674e-08
5.810000000000000000e+02 1.826877872941385815e-04 1.826137084258782435e-04 7.407886826033528062e-08
